target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Russia,0.294097751188251,1.0,11.875682923979001,1.2233058042106608,validation,47641,6331,0.13288973783085997,0.9229865032220147,0.8908589396980373,0.6650545634920635,0.8471015637340072,0.7451198332754428,0.8498801287855325,38609,2701,968,5363,0.06538368433793271,0.15289843626599273,0.9698055290102103,0.8409381719988588
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Russia,0.294097751188251,1.0,11.875682923979001,1.2233058042106608,test,12012,1231,0.10248085248085248,0.919080919080919,0.8761253795847329,0.5733711048158641,0.8220958570268074,0.6755674232309746,0.8146716705274143,10028,753,219,1012,0.06984509785734162,0.17790414297319251,0.9530455352486634,0.7574846777404318
