target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Mexico,0.28654599266359493,1.0,11.586376625905318,1.193311902087745,validation,46890,6231,0.1328854766474728,0.9219236510983152,0.8927401856058415,0.6594292803970223,0.8529930990210239,0.743824784829613,0.8488840488704168,37914,2745,916,5315,0.0675127278093411,0.1470069009789761,0.9694971599518066,0.8411718128540231
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Mexico,0.28654599266359493,1.0,11.586376625905318,1.193311902087745,test,12408,1178,0.09493874919406835,0.9116698903932946,0.7684583950036813,0.53125,0.5916808149405772,0.5598393574297189,0.7553743056072719,10615,615,481,697,0.054764024933214604,0.4083191850594228,0.9044677426914023,0.5398996115376465
