target,split_name,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,temporal_split,xgboost,boosting,train,221280,28937,0.13077096890817064,0.9528877440347071,0.8729186261720971,0.8595959595959596,0.7646266026194837,0.8093348208570331,0.8912290797978882,188729,3614,6811,22126,0.018789350275289458,0.2353733973805163,0.9826556799142823,0.9094778037836019
extreme_abs_151_h3,temporal_split,xgboost,boosting,validation,55320,7465,0.13494215473608098,0.9440527838033261,0.8578229837664753,0.8273898711417441,0.7397186872069659,0.7811019166843483,0.8745148550893581,46703,1152,1943,5522,0.024072719674015253,0.2602813127930342,0.9774155532211302,0.8865028088825221
extreme_abs_151_h3,temporal_split,xgboost,boosting,test,48405,6313,0.13042041111455427,0.9466997211031918,0.860962968145674,0.829014630706857,0.7449706953904641,0.7847488736859669,0.8771664768316658,41122,970,1610,4703,0.02304475909911622,0.2550293046095359,0.9773989522682537,0.8830016245380273
