target,split_name,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,temporal_split,lightgbm,boosting,train,221280,28930,0.13073933477946492,0.919165762834418,0.9367499627786692,0.623981138430448,0.9605599723470446,0.7565235145987885,0.8540308682328938,175604,16746,1141,27789,0.08706004678970626,0.03944002765295541,0.9836179953026994,0.9042138257429337
extreme_abs_151_h1,temporal_split,lightgbm,boosting,validation,55320,7449,0.1346529284164859,0.915762834417932,0.9248020503620058,0.6248098093618545,0.93717277486911,0.7497583503383095,0.8495580423473155,43679,4192,468,6981,0.08756867414509828,0.06282722513089005,0.9791728693246418,0.892674209072824
extreme_abs_151_h1,temporal_split,lightgbm,boosting,test,53015,7061,0.13318872017353578,0.9166462321984344,0.9239315083388161,0.6252607623743599,0.9338620591984138,0.7490202760265804,0.8495222954836317,42002,3952,467,6594,0.08599904252078165,0.06613794080158618,0.9786101070621677,0.887814209766426
