target,split_name,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,temporal_split,xgboost,boosting,train,221280,28930,0.13073933477946492,0.9541305133767173,0.8783334763483039,0.8597425484637192,0.7756999654338057,0.8155618549207734,0.8946850995460166,188689,3661,6489,22441,0.019033012737197815,0.22430003456619427,0.9840932687929982,0.9155951944086412
extreme_abs_151_h1,temporal_split,xgboost,boosting,validation,55320,7449,0.1346529284164859,0.9453000723065799,0.8566244866714683,0.838615832184964,0.7352664787219761,0.7835479256080115,0.8761211591623752,46817,1054,1972,5477,0.0220175053790395,0.2647335212780239,0.9788177104116504,0.893450726777881
extreme_abs_151_h1,temporal_split,xgboost,boosting,test,53015,7061,0.13318872017353578,0.9460341412807696,0.8562006632039205,0.8407984420642648,0.7337487607987537,0.7836345761173712,0.8764035800409714,44973,981,1880,5181,0.02134743439091265,0.26625123920124627,0.978447370358234,0.8892018509214645
