target,split_name,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,random_split,lightgbm,boosting,train,227503,29901,0.13143123387383904,0.9183043740082548,0.9337274362061232,0.6235936646641179,0.9546503461422695,0.7544003382842644,0.8527017113349459,180372,17230,1356,28545,0.08719547373002298,0.04534965385773051,0.9823479654971675,0.8988035328454382
extreme_abs_151_h3,random_split,lightgbm,boosting,validation,48751,6407,0.1314229451703555,0.9135812598715923,0.9205809373285188,0.612813656931304,0.9300764788512564,0.7388258632446841,0.8435253303884873,38579,3765,448,5959,0.08891460419421877,0.06992352114874356,0.9765349180153212,0.8768388565410237
extreme_abs_151_h3,random_split,lightgbm,boosting,test,48751,6407,0.1314229451703555,0.911058234702878,0.9189298525922093,0.6052230464383701,0.9296082409864211,0.7331363860167405,0.8398864296490279,38459,3885,451,5956,0.09174853580200265,0.0703917590135789,0.9759300665414395,0.8773010690851057
