Country_Code,Country,Date,CO_cities_count,NO2_cities_count,O3_cities_count,PM10_cities_count,PM25_cities_count,SO2_cities_count,CO_locations_count,NO2_locations_count,O3_locations_count,PM10_locations_count,PM25_locations_count,SO2_locations_count,CO_sources_count,NO2_sources_count,O3_sources_count,PM10_sources_count,PM25_sources_count,SO2_sources_count,CO_units_count,NO2_units_count,O3_units_count,PM10_units_count,PM25_units_count,SO2_units_count,CO_value_count,NO2_value_count,O3_value_count,PM10_value_count,PM25_value_count,SO2_value_count,CO_value_max,NO2_value_max,O3_value_max,PM10_value_max,PM25_value_max,SO2_value_max,CO_value_mean,NO2_value_mean,O3_value_mean,PM10_value_mean,PM25_value_mean,SO2_value_mean,CO_value_median,NO2_value_median,O3_value_median,PM10_value_median,PM25_value_median,SO2_value_median,CO_value_p90,NO2_value_p90,O3_value_p90,PM10_value_p90,PM25_value_p90,SO2_value_p90,CO_value_p95,NO2_value_p95,O3_value_p95,PM10_value_p95,PM25_value_p95,SO2_value_p95,CO_value_std,NO2_value_std,O3_value_std,PM10_value_std,PM25_value_std,SO2_value_std,total_records,observed_pollutants,total_locations,total_cities,total_sources,year,month,quarter,time_index_months,month_sin,month_cos,future_PM25_value_p95_h1,future_PM10_value_p95_h1,future_PM25_value_p95_h3,future_PM10_value_p95_h3,PM25_p95_rel_p90_threshold,PM25_p95_rel_p90_history_count,PM25_p95_rel_p90_h1,PM25_p95_rel_p90_h3,PM10_p95_rel_p90_threshold,PM10_p95_rel_p90_history_count,PM10_p95_rel_p90_h1,PM10_p95_rel_p90_h3,PM25_value_p95_lag_1,PM10_value_p95_lag_1,O3_value_p95_lag_1,NO2_value_p95_lag_1,PM25_value_p95_lag_2,PM10_value_p95_lag_2,O3_value_p95_lag_2,NO2_value_p95_lag_2,PM25_value_p95_lag_3,PM10_value_p95_lag_3,O3_value_p95_lag_3,NO2_value_p95_lag_3,PM25_value_p95_roll_mean_3,PM25_value_p95_roll_max_3,PM25_value_p95_roll_std_3,PM10_value_p95_roll_mean_3,PM10_value_p95_roll_max_3,PM10_value_p95_roll_std_3,PM25_value_p95_country_anomaly,PM25_value_p95_country_zscore,PM25_value_p95_country_history_count,PM10_value_p95_country_anomaly,PM10_value_p95_country_zscore,PM10_value_p95_country_history_count,O3_value_p95_country_anomaly,O3_value_p95_country_zscore,O3_value_p95_country_history_count,NO2_value_p95_country_anomaly,NO2_value_p95_country_zscore,NO2_value_p95_country_history_count
AF,Afghanistan,2021-08-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,136.0,,,,,,136.0,,,,,,136.0,,,,,,136.0,,,,,,136.0,,,,,,,,1,1,1,0,1,2021,8,3,89,-0.8660254037844384,-0.5000000000000004,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
DZ,Algeria,2023-08-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,11.0,,,,,,11.0,,,,,,11.0,,,,,,11.0,,,,,,11.0,,,,,,,,1,1,1,0,1,2023,8,3,113,-0.8660254037844384,-0.5000000000000004,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AD,Andorra,2023-04-01,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,45.8,,,,,,45.8,,,,,,45.8,,,,,,45.8,,,,,,45.8,,,,,,,,,,1,1,1,1,1,2023,4,2,109,0.8660254037844387,-0.4999999999999998,7.9,11.0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AD,Andorra,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,4.7,108.7,11.0,7.9,0.2,100.0,4.7,79.6,11.0,7.9,0.2,100.0,4.7,79.6,11.0,7.9,0.2,100.0,4.7,102.88,11.0,7.9,0.2,100.0,4.7,105.79,11.0,7.9,0.2,,,41.15361466505707,,,,7,6,7,6,6,2023,5,2,110,0.49999999999999994,-0.8660254037844387,,,,,,1,,,,1,,,,,45.8,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,0.0
AG,Antigua and Barbuda,2023-05-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,10.0,,,,,,10.0,,,,,,10.0,,,,,,10.0,,,,,,10.0,,,,,,,,1,1,1,0,1,2023,5,2,110,0.49999999999999994,-0.8660254037844387,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AR,Argentina,2022-02-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,,,1,1,1,0,1,2022,2,1,95,0.8660254037844386,0.5000000000000001,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AR,Argentina,2023-08-01,1.0,1.0,,1.0,,,3.0,3.0,,3.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,3.0,3.0,,3.0,,,0.6,0.036,,21.0,,,0.4966666666666666,0.0223333333333333,,20.666666666666668,,,0.51,0.031,,21.0,,,0.582,0.0349999999999999,,21.0,,,0.591,0.0355,,21.0,,,0.1106044001535803,0.0195021366350801,,0.5773502691896255,,,9,3,9,3,3,2023,8,3,113,-0.8660254037844384,-0.5000000000000004,,,,,,1,,,,1,,,,,,,,,,,,,,,3.0,3.0,,,,,,,1.0,,,0.0,,,0.0,,,0.0
AM,Armenia,2023-06-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,10.4,,,,,,10.4,,,,,,10.4,,,,,,10.4,,,,,,10.4,,,,,,,,1,1,1,0,1,2023,6,2,111,1.2246467991473532e-16,-1.0,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AU,Australia,2018-01-01,1.0,1.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,2.0,,,,,0.2,0.002,,,,,0.2,0.002,,,,,0.2,0.002,,,,,0.2,0.002,,,,,0.2,0.002,,,,,,0.0,,,,,3,2,3,2,2,2018,1,1,46,0.49999999999999994,0.8660254037844387,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
AU,Australia,2018-03-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,8.0,1.0,,,,,8.0,1.0,,,,,8.0,1.0,,,,,8.0,1.0,,,,,8.0,1.0,,,,,,,,2,2,2,0,2,2018,3,1,48,1.0,6.123233995736766e-17,,,,,,1,,,,1,,,,,,,,,,0.002,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,1.0
AU,Australia,2018-05-01,2.0,3.0,,0.0,0.0,3.0,3.0,15.0,,1.0,1.0,13.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,15.0,,1.0,1.0,13.0,0.7,0.03,,12.6,9.9,0.009,0.2333333333333333,0.0050666666666666,,12.6,9.9,0.003,0.0,0.004,,12.6,9.9,0.001,0.56,0.0091999999999999,,12.6,9.9,0.0088,0.6299999999999999,0.0173999999999999,,12.6,9.9,0.009,0.404145188432738,0.0075353136882914,,,,0.0033911649915626,33,5,33,8,5,2018,5,2,50,0.49999999999999994,-0.8660254037844387,,,,,,2,,,,2,,,,,,,1.0,8.0,,,,,,,1.0,1.0,,8.0,8.0,,,,1.0,,,1.0,,,0.0,,,1.0
AU,Australia,2018-10-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,1,1,1,0,1,2018,10,4,55,-0.8660254037844386,0.5000000000000001,,,,,,2,,,,2,,,,,,,,,,,,,,,5.45,9.9,6.293250352560273,10.3,12.6,3.252691193458118,,,2.0,,,2.0,,,0.0,,,2.0
AU,Australia,2018-11-01,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,0.002,,,,0.001,,0.002,,,,0.001,,0.002,,,,0.001,,0.002,,,,0.001,,0.002,,,,0.001,,,,,,,2,2,2,2,2,2018,11,4,56,-0.5000000000000004,0.8660254037844384,,,,,,2,,,,2,,,,,,,,,,,,,,,5.45,9.9,6.293250352560273,10.3,12.6,3.252691193458118,,,2.0,,,2.0,,,0.0,,,2.0
AU,Australia,2019-05-01,1.0,1.0,,,,0.0,4.0,16.0,,,,11.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,4.0,16.0,,,,11.0,0.3,0.024,,,,0.011,0.15,0.004625,,,,0.0016363636363636,0.15,0.002,,,,0.0,0.27,0.0104999999999999,,,,0.003,0.285,0.015,,,,0.0069999999999999,0.1290994448735805,0.0061954284220974,,,,0.0032641301221834,31,3,31,2,3,2019,5,2,62,0.49999999999999994,-0.8660254037844387,,,,,,2,,,,2,,,,,,,,,,,,,,,9.9,9.9,,12.6,12.6,,,,2.0,,,2.0,,,0.0,0.007866666666666699,0.8847705423945008,3.0
AU,Australia,2019-09-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.027,,,,,,0.027,,,,,,0.027,,,,,,0.027,,,,,,0.027,,,,,,,,,,1,1,1,0,1,2019,9,3,66,-1.0,-1.8369701987210297e-16,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,0.0,,,4.0
AU,Australia,2019-12-01,4.0,,,,,4.0,5.0,,,,,6.0,1.0,,,,,1.0,1.0,,,,,1.0,5.0,,,,,6.0,0.1,,,,,1.404,0.02,,,,,0.5456666666666666,0.0,,,,,0.3775,0.06,,,,,0.902,0.0799999999999999,,,,,1.153,0.0447213595499958,,,,,0.4208261715562218,11,2,11,8,2,2019,12,4,69,-2.4492935982947064e-16,1.0,20.07,22.74,,66.3,,2,,,,2,,,,,,,,,,,,,0.027,,,,,,,,,,2.0,,,2.0,,,1.0,,,4.0
AU,Australia,2020-01-01,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.2,0.0,0.041,23.2,21.3,0.0,0.915,0.0,0.041,18.6,11.133333333333333,0.0,0.915,0.0,0.041,18.6,9.0,0.0,1.143,0.0,0.041,22.28,18.84,0.0,1.1715,0.0,0.041,22.74,20.07,0.0,0.4030508652763321,,,6.505382386916238,9.285652014443215,,10,6,8,2,8,2020,1,1,70,0.49999999999999994,0.8660254037844387,10.509999999999996,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,1.0,-0.009099999999999976,-1.1021333082087557,4.0
AU,Australia,2020-02-01,0.0,,,,0.0,,1.0,,,,7.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,7.0,,0.0,,,,12.4,,0.0,,,,3.631428571428572,,0.0,,,,1.5,,0.0,,,,8.620000000000003,,0.0,,,,10.509999999999996,,,,,,4.342393458955666,,8,2,8,0,2,2020,2,1,71,0.8660254037844386,0.5000000000000001,,66.3,,,,4,,,,3,,,20.07,22.74,0.041,0.0,,,,,,,,,20.07,20.07,,22.74,22.74,,0.18666666666666387,0.019562541976151537,3.0,,,3.0,,,2.0,,,5.0
AU,Australia,2020-03-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,66.3,,,,,,66.3,,,,,,66.3,,,,,,66.3,,,,,,66.3,,,,,,,,,1,1,1,0,1,2020,3,1,72,1.0,6.123233995736766e-17,,,8.285,14.57,,4,,,,4,,,10.509999999999996,,,,20.07,22.74,0.041,0.0,,,,,15.29,20.07,6.759940828143398,22.74,22.74,,,,4.0,51.85333333333333,6.875713256455061,3.0,,,2.0,,,5.0
AU,Australia,2020-06-01,,,,0.0,0.0,,,,,2.0,2.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,2.0,2.0,,,,,14.7,8.6,,,,,13.4,5.449999999999999,,,,,13.4,5.449999999999999,,,,,14.44,7.97,,,,,14.57,8.285,,,,,1.8384776310850224,4.4547727214752495,,4,2,4,0,4,2020,6,2,75,1.2246467991473532e-16,-1.0,10.439999999999998,,0.88,,,5,,,,5,,,,,,,,,,,,66.3,,,15.29,20.07,6.759940828143398,44.519999999999996,66.3,30.80157138848601,-2.084999999999999,-0.2675956459739843,4.0,-12.839999999999996,-0.48183983197738034,4.0,,,2.0,,,5.0
AU,Australia,2020-07-01,,,,,0.0,,,,,,3.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,11.2,,,,,,6.1000000000000005,,,,,,3.6,,,,,,9.68,,,,,,10.439999999999998,,,,,,4.417012565071555,,3,1,3,0,1,2020,7,3,76,-0.4999999999999997,-0.8660254037844388,1.2,2.8,,,15.29,6,0,,,5,,,8.285,14.57,,,,,,,,,,,9.397499999999997,10.509999999999996,1.5733125881400647,40.435,66.3,36.5786337907801,0.4869999999999983,0.07149306406565646,5.0,,,5.0,,,2.0,,,5.0
AU,Australia,2020-08-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,2.8,1.2,,,,,2.8,1.2,,,,,2.8,1.2,,,,,2.8,1.2,,,,,2.8,1.2,,,,,,,,2,2,2,0,2,2020,8,3,77,-0.8660254037844384,-0.5000000000000004,0.88,,,,14.334000000000001,7,0,,44.519999999999996,6,,,10.439999999999998,,,,8.285,14.57,,,,,,,9.362499999999999,10.439999999999998,1.5238151134570082,40.435,66.3,36.5786337907801,-8.834166666666667,-1.449187031885017,6.0,-22.042,-0.926859269382829,5.0,,,2.0,,,5.0
AU,Australia,2020-09-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.88,,,,,,0.88,,,,,,0.88,,,,,,0.88,,,,,,0.88,,,,,,,,1,1,1,0,1,2020,9,3,78,-1.0,-1.8369701987210297e-16,,,,,13.377999999999997,8,,,44.519999999999996,6,,,1.2,2.8,,,10.439999999999998,,,,8.285,14.57,,,6.641666666666666,10.439999999999998,4.83423296225299,8.685,14.57,8.322646814565665,-7.892142857142857,-1.2161049096206336,7.0,,,6.0,,,2.0,,,5.0
AU,Australia,2020-12-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.023,,,,,,0.023,,,,,,0.023,,,,,,0.023,,,,,,0.023,,,,,,,,,,1,1,1,0,1,2020,12,4,81,-2.4492935982947064e-16,1.0,2.2,,0.65,,13.377999999999997,8,0,0,44.519999999999996,6,,,,,,,,,,,0.88,,,,4.173333333333333,10.439999999999998,5.429450555381578,2.8,2.8,,,,8.0,,,6.0,,,2.0,,,5.0
AU,Australia,2021-01-01,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,1.0,,,,,,4.0,,,,,,2.2,,,,,,1.92,,,,,,2.115,,,,,,2.2,,,,,,2.2,,,,,,0.4537987806653225,,4,1,4,0,1,2021,1,1,82,0.49999999999999994,0.8660254037844387,,,6.94,26.525,12.421999999999999,9,,0,44.519999999999996,6,,0,,,0.023,,,,,,,,,,1.04,1.2,0.22627416997972985,2.8,2.8,,-5.5856249999999985,-0.8431650820412446,8.0,,,6.0,,,3.0,,,5.0
AU,Australia,2021-03-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.65,,,,,,0.65,,,,,,0.65,,,,,,0.65,,,,,,0.65,,,,,,,,1,1,1,0,1,2021,3,1,84,1.0,6.123233995736766e-17,6.94,26.525,,,11.465999999999994,10,0,,44.519999999999996,6,0,,,,,,2.2,,,,,,0.023,,1.54,2.2,0.9333809511662509,,,,-6.515,-1.0068920398572714,9.0,,,6.0,,,3.0,,,5.0
AU,Australia,2021-04-01,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,,2.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,2.0,4.0,1.0,0.39,0.022,,27.0,7.0,0.002,0.3,0.022,,22.25,5.65,0.002,0.3,0.022,,22.25,5.8,0.002,0.372,0.022,,26.05,6.88,0.002,0.381,0.022,,26.525,6.94,0.002,0.1272792206135785,,,6.7175144212722016,1.398809017223819,,10,5,10,9,7,2021,4,2,85,0.8660254037844387,-0.4999999999999998,2.1185,,3.51,,10.509999999999996,11,0,0,42.43500000000002,7,,,0.65,,,,,,,,2.2,,,,1.425,2.2,1.0960155108391487,,,,0.42650000000000166,0.06623846550049879,10.0,5.356666666666666,0.2319319537939528,6.0,,,3.0,0.014720000000000018,1.789118626263509,5.0
AU,Australia,2021-05-01,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,2.23,,,,,,1.115,,,,,,1.115,,,,,,2.007,,,,,,2.1185,,,,,,1.5768481220460009,,2,1,2,0,1,2021,5,2,86,0.49999999999999994,-0.8660254037844387,,,,9.4,10.502999999999997,12,,,42.43500000000002,7,,0,6.94,26.525,,0.022,0.65,,,,,,,,3.2633333333333336,6.94,3.2770464344182453,26.525,26.525,,-4.433772727272726,-0.7256833941134617,11.0,,,7.0,,,3.0,,,6.0
AU,Australia,2021-07-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.51,,,,,,3.51,,,,,,3.51,,,,,,3.51,,,,,,3.51,,,,,,,,1,1,1,0,1,2021,7,3,88,-0.4999999999999997,-0.8660254037844388,,9.4,,,10.495999999999997,13,,,42.43500000000002,7,0,,,,,,2.1185,,,,6.94,26.525,,0.022,3.236166666666667,6.94,3.2905788371247597,26.525,26.525,,-2.672791666666667,-0.44812376250195485,12.0,,,7.0,,,3.0,,,6.0
AU,Australia,2021-08-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,9.4,,,,,,9.4,,,,,,9.4,,,,,,9.4,,,,,,9.4,,,,,,,,,1,1,1,0,1,2021,8,3,89,-0.8660254037844384,-0.5000000000000004,5.51,6.49,3.7,,10.495999999999997,13,0,0,38.45749999999999,8,0,,3.51,,,,,,,,2.1185,,,,4.1895,6.94,2.4815329435653277,26.525,26.525,,,,13.0,-12.53357142857143,-0.59174986575405,7.0,,,3.0,,,6.0
AU,Australia,2021-09-01,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,0.0,0.029,6.7,5.8,0.0,,0.0,0.029,4.6,2.9,0.0,,0.0,0.029,4.6,2.9,0.0,,0.0,0.029,6.28,5.22,0.0,,0.0,0.029,6.49,5.51,0.0,,,,2.9698484809835,4.101219330881976,,7,5,7,0,5,2021,9,3,90,-1.0,-1.8369701987210297e-16,,,5.41,16.055,10.488999999999997,14,,0,34.480000000000004,9,,0,,9.4,,,3.51,,,,,,,,2.81425,3.51,0.9839390860210814,9.4,9.4,,-0.467192307692307,-0.08113234725570749,13.0,-13.876875,-0.6902610589544518,8.0,-0.0013333333333333322,-0.14106912317171952,3.0,-0.009733333333333318,-1.024466812602093,6.0
AU,Australia,2021-11-01,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,0.011,,3.7,,,,0.011,,3.7,,,,0.011,,3.7,,,,0.011,,3.7,,,,0.011,,3.7,,,,,,,,2,2,2,0,2,2021,11,4,92,-0.5000000000000004,0.8660254037844384,5.41,16.055,4.965,14.25,10.481999999999998,15,0,0,34.480000000000004,9,0,0,,,,,5.51,6.49,0.029,0.0,,9.4,,,4.51,5.51,1.4142135623730951,7.945,9.4,2.0576807332528535,-2.2438214285714277,-0.40546850369709614,14.0,,,9.0,-0.019,-2.4528894525980305,4.0,,,7.0
AU,Australia,2021-12-01,,,0.0,0.0,0.0,,,,8.0,22.0,20.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,8.0,22.0,20.0,,,,0.02,22.7,5.6,,,,0.016,11.60909090909091,4.14,,,,0.016,11.45,4.2,,,,0.0193,15.12,5.31,,,,0.01965,16.055,5.41,,,,0.003207134902949,3.8580662675329114,1.0698745622489434,,50,3,50,0,3,2021,12,4,93,-2.4492935982947064e-16,1.0,,,9.13,,10.474999999999998,16,,0,30.502499999999984,10,,,3.7,,0.011,,,,,,5.51,6.49,0.029,0.0,4.6049999999999995,5.51,1.279863273947651,7.945,9.4,2.0576807332528535,-0.3842333333333334,-0.07163217579502153,15.0,-2.770000000000003,-0.14303473300445524,9.0,-0.00655,-0.6050308146610549,5.0,,,7.0
AU,Australia,2022-02-01,,,,0.0,0.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,2.0,,,,,14.25,5.2,,,,,14.25,2.85,,,,,14.25,2.85,,,,,14.25,4.73,,,,,14.25,4.965,,,,,,3.323401871576773,,3,2,3,0,2,2022,2,1,95,0.8660254037844386,0.5000000000000001,9.13,,,,10.467999999999996,17,0,,26.525,11,,,,,,,5.41,16.055,0.01965,,3.7,,0.011,,4.873333333333333,5.51,1.0173658797764613,11.2725,16.055,6.763476362049326,-0.8052187499999999,-0.15535813359721753,16.0,-4.297999999999998,-0.23512845739749624,10.0,,,6.0,,,7.0
AU,Australia,2022-03-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,9.13,,,,,,9.13,,,,,,9.13,,,,,,9.13,,,,,,9.13,,,,,,,,1,1,1,0,1,2022,3,1,96,1.0,6.123233995736766e-17,,11.32,,,10.460999999999997,18,,,26.525,11,0,,4.965,14.25,,,,,,,5.41,16.055,0.01965,,4.691666666666666,5.41,0.8871630815883479,15.1525,16.055,1.2763277400417181,3.40714705882353,0.6784170472074815,17.0,,,11.0,,,6.0,,,7.0
AU,Australia,2022-04-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,11.32,,,,,,11.32,,,,,,11.32,,,,,,11.32,,,,,,11.32,,,,,,,,,1,1,1,1,1,2022,4,2,97,0.8660254037844387,-0.4999999999999998,,,,,10.460999999999997,18,,,26.1465,12,,,9.13,,,,4.965,14.25,,,,,,,6.501666666666668,9.13,2.287052324135443,15.1525,16.055,1.2763277400417181,,,18.0,-6.837272727272726,-0.3931797771970608,11.0,,,6.0,,,7.0
AU,Australia,2022-08-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,7.0,1.0,,,,,7.0,1.0,,,,,7.0,1.0,,,,,7.0,1.0,,,,,7.0,1.0,,,,,,,,2,2,2,0,2,2022,8,3,101,-0.8660254037844384,-0.5000000000000004,5.9,,6.819999999999997,22.28,10.453999999999997,19,0,0,25.768,13,,0,,,,,,,,,,,,,7.047500000000001,9.13,2.9450997436419692,12.785,14.25,2.071822868876584,-4.912138888888888,-0.9947646464993717,18.0,-10.587500000000002,-0.6340777116226382,12.0,,,6.0,,,7.0
AU,Australia,2022-09-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,5.9,,,,,,5.9,,,,,,5.9,,,,,,5.9,,,,,,5.9,,,,,,,,1,1,1,1,1,2022,9,3,102,-1.0,-1.8369701987210297e-16,6.096,94.47099999999992,,,10.446999999999997,20,0,,25.768,13,1,,1.0,7.0,,,,,,,,,,,5.065,9.13,5.748778131046632,9.16,11.32,3.0547012947258856,0.246394736842106,0.049984658823344526,19.0,,,13.0,,,6.0,,,7.0
AU,Australia,2022-10-01,1.0,3.0,2.0,6.0,5.0,2.0,2.0,4.0,3.0,7.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,5.0,3.0,0.0,0.0139999999999999,0.033,121.63,6.42,0.001,0.0,0.0042499999999999,0.0316666666666666,28.698571428571427,3.144,0.0003333333333333,0.0,0.0015,0.031,11.7,4.5,0.0,0.0,0.0106999999999999,0.0326,67.31200000000004,5.772,0.0008,0.0,0.0123499999999999,0.0328,94.47099999999992,6.096,0.0009,0.0,0.0066520673478249,0.0011547005383792,42.26787686039736,2.9615333866090383,0.0005773502691896,24,6,24,19,10,2022,10,4,103,-0.8660254037844386,0.5000000000000001,6.819999999999997,22.28,,,10.439999999999998,21,0,,54.36750000000004,14,0,,5.9,,,,1.0,7.0,,,,,,,3.4499999999999993,5.9,3.464823227814083,9.16,11.32,3.0547012947258856,0.43007500000000043,0.0896316557998829,20.0,77.69792307692299,4.7802139731869335,13.0,0.0076916666666666696,0.765689083342801,6.0,0.00400714285714277,0.42533928709538565,7.0
AU,Australia,2022-11-01,6.0,10.0,11.0,12.0,12.0,7.0,11.0,25.0,27.0,29.0,29.0,17.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,25.0,27.0,29.0,29.0,17.0,0.1,0.005,0.022,27.5,33.1,0.013,0.0545454545454545,0.00096,0.0182962962962962,10.613793103448277,4.003448275862069,0.0008235294117647,0.1,0.001,0.019,9.2,3.0,0.0,0.1,0.0026,0.02,18.96,6.1,0.0004,0.1,0.003,0.0207,22.28,6.819999999999997,0.0033999999999999,0.0522232967867093,0.001274100990241,0.0020346009779809,5.615331318168846,5.95581844913147,0.0031471275418555,138,6,138,58,7,2022,11,4,104,-0.5000000000000004,0.8660254037844384,,,,,10.386,22,,,50.389999999999986,15,,,6.096,94.47099999999992,0.0328,0.0123499999999999,5.9,,,,1.0,7.0,,,4.332,6.096,2.8872602930806224,50.73549999999996,94.47099999999992,61.85133725716844,1.1335952380952357,0.24234050266696186,21.0,-0.042928571428564766,-0.0016522186802492755,14.0,-0.005507142857142856,-0.5724702669934203,7.0,-0.005843749999999975,-0.6613188846524738,8.0
AU,Australia,2023-03-01,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,0.06,0.012,,,8.96,,0.06,0.012,,,8.96,,0.06,0.012,,,8.96,,0.06,0.012,,,8.96,,0.06,0.012,,,8.96,,,,,,,,3,3,3,3,3,2023,3,1,108,1.0,6.123233995736766e-17,30.3725,35.72599999999996,5.8,27.7,10.331999999999999,23,1,0,50.389999999999986,15,0,0,,,,,,,,,,,,,6.2719999999999985,6.819999999999997,0.48459467599221684,58.37549999999996,94.47099999999992,51.046745640637994,3.222068181818183,0.7048384074198103,22.0,,,15.0,,,8.0,0.0038055555555555776,0.44812265294763914,9.0
