Country_Code,Country,Date,CO_cities_count,NO2_cities_count,O3_cities_count,PM10_cities_count,PM25_cities_count,SO2_cities_count,CO_locations_count,NO2_locations_count,O3_locations_count,PM10_locations_count,PM25_locations_count,SO2_locations_count,CO_sources_count,NO2_sources_count,O3_sources_count,PM10_sources_count,PM25_sources_count,SO2_sources_count,CO_units_count,NO2_units_count,O3_units_count,PM10_units_count,PM25_units_count,SO2_units_count,CO_value_count,NO2_value_count,O3_value_count,PM10_value_count,PM25_value_count,SO2_value_count,CO_value_max,NO2_value_max,O3_value_max,PM10_value_max,PM25_value_max,SO2_value_max,CO_value_mean,NO2_value_mean,O3_value_mean,PM10_value_mean,PM25_value_mean,SO2_value_mean,CO_value_median,NO2_value_median,O3_value_median,PM10_value_median,PM25_value_median,SO2_value_median,CO_value_p90,NO2_value_p90,O3_value_p90,PM10_value_p90,PM25_value_p90,SO2_value_p90,CO_value_p95,NO2_value_p95,O3_value_p95,PM10_value_p95,PM25_value_p95,SO2_value_p95,CO_value_std,NO2_value_std,O3_value_std,PM10_value_std,PM25_value_std,SO2_value_std,total_records,observed_pollutants,total_locations,total_cities,total_sources,year,month,quarter,time_index_months,month_sin,month_cos,future_PM25_value_p95_h1,future_PM10_value_p95_h1,future_PM25_value_p95_h3,future_PM10_value_p95_h3,PM25_p95_rel_p90_threshold,PM25_p95_rel_p90_history_count,PM25_p95_rel_p90_h1,PM25_p95_rel_p90_h3,PM10_p95_rel_p90_threshold,PM10_p95_rel_p90_history_count,PM10_p95_rel_p90_h1,PM10_p95_rel_p90_h3,PM25_value_p95_lag_1,PM10_value_p95_lag_1,O3_value_p95_lag_1,NO2_value_p95_lag_1,PM25_value_p95_lag_2,PM10_value_p95_lag_2,O3_value_p95_lag_2,NO2_value_p95_lag_2,PM25_value_p95_lag_3,PM10_value_p95_lag_3,O3_value_p95_lag_3,NO2_value_p95_lag_3,PM25_value_p95_roll_mean_3,PM25_value_p95_roll_max_3,PM25_value_p95_roll_std_3,PM10_value_p95_roll_mean_3,PM10_value_p95_roll_max_3,PM10_value_p95_roll_std_3,PM25_value_p95_country_anomaly,PM25_value_p95_country_zscore,PM25_value_p95_country_history_count,PM10_value_p95_country_anomaly,PM10_value_p95_country_zscore,PM10_value_p95_country_history_count,O3_value_p95_country_anomaly,O3_value_p95_country_zscore,O3_value_p95_country_history_count,NO2_value_p95_country_anomaly,NO2_value_p95_country_zscore,NO2_value_p95_country_history_count
IS,Iceland,2020-05-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,7.0,,,,,,7.0,,,,,,7.0,,,,,,7.0,,,,,,7.0,,,,,,,,1,1,1,1,1,2020,5,2,74,0.49999999999999994,-0.8660254037844387,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
IS,Iceland,2021-05-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,1,1,1,1,1,2021,5,2,86,0.49999999999999994,-0.8660254037844387,,,,,,1,,,,1,,,,,,,,,,,,,,,7.0,7.0,,,,,,,1.0,,,0.0,,,0.0,,,0.0
IS,Iceland,2021-07-01,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.8705,,,,,,1.8705,,,,,,1.8705,,,,,,1.8705,,,,,,1.8705,,,,,,,1,1,1,0,1,2021,7,3,88,-0.4999999999999997,-0.8660254037844388,,,,,,1,,,,1,,,,,,,,0.0,,,,,,,7.0,7.0,,0.0,0.0,,,,1.0,,,1.0,,,0.0,,,0.0
IS,Iceland,2021-09-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.68554,,,,,,2.68554,,,,,,2.68554,,,,,,2.68554,,,,,,2.68554,,,,,,,,,,,1,1,1,0,1,2021,9,3,90,-1.0,-1.8369701987210297e-16,,,,,,1,,,,1,,,,,,,,,,,,,,,7.0,7.0,,0.0,0.0,,,,1.0,,,1.0,,,0.0,,,0.0
IS,Iceland,2022-03-01,,0.0,,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,3.39623,,5.05,1.55,0.299999,,3.39623,,5.05,1.55,0.299999,,3.39623,,5.05,1.55,0.299999,,3.39623,,5.05,1.55,0.299999,,3.39623,,5.05,1.55,0.299999,,,,,,,4,4,4,0,4,2022,3,1,96,1.0,6.123233995736766e-17,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,,1.0,,,0.0,,,1.0
IS,Iceland,2023-01-01,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.64148,,,,,,4.64148,,,,,,4.64148,,,,,,4.64148,,,,,,4.64148,,,,,,,1,1,1,0,1,2023,1,1,106,0.49999999999999994,0.8660254037844387,,,,,,2,,,,2,,,,,,,,,,,,,,,1.55,1.55,,5.05,5.05,,,,2.0,,,2.0,,,0.0,,,2.0
IS,Iceland,2023-07-01,,1.0,,1.0,2.0,1.0,,2.0,,2.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,2.0,3.0,2.0,,0.56448,,6.97266,14.0,3.40622,,0.32927975,,4.40918,5.36328,1.834118,,0.32927975,,4.40918,2.08984,1.834118,,0.51743995,,6.459964,11.617968,3.0917996,,0.5409599749999999,,6.716312,12.808984,3.2490098,,0.3326233834235425,,3.625308182872182,7.552255098657619,2.223287969833867,9,4,9,5,4,2023,7,3,112,-0.4999999999999997,-0.8660254037844388,3.475545,8.649999999999999,,,,3,,,,3,,,,,,,,,,,,,,,1.55,1.55,,5.05,5.05,,,,2.0,,,2.0,,,0.0,,,2.0
IS,Iceland,2023-08-01,1.0,5.0,,5.0,4.0,6.0,1.0,7.0,,8.0,6.0,9.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,7.0,,8.0,6.0,9.0,96.6667,20.2952,,9.0,3.61767,10.5287,96.6667,9.81186,,5.9485225,2.7244116666666667,3.7562017777777776,96.6667,9.97171,,6.51192,2.689815,1.66667,96.6667,16.325120000000002,,8.3,3.3334200000000003,10.025748,96.6667,18.31016,,8.649999999999999,3.475545,10.277224,,6.235683399262132,,2.3723580947581007,0.5926450473400302,3.9086973245063943,31,5,31,21,5,2023,8,3,113,-0.8660254037844384,-0.5000000000000004,,,,,,4,,,,4,,,12.808984,6.716312,,0.5409599749999999,,,,,,,,,7.179492000000001,12.808984,7.96130393567084,5.883156,6.716312,1.178260514772519,-3.6441163333333333,-0.6472163124224712,3.0,4.727895999999999,1.3518583371659274,3.0,,,0.0,16.102583341666666,10.833048087641268,3.0
IN,India,2016-03-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1300.0,,,,,,1300.0,,,,,,1300.0,,,,,,1300.0,,,,,,1300.0,,,,,,,,,,,,1,1,1,0,1,2016,3,1,24,1.0,6.123233995736766e-17,,132.94,34.6,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
IN,India,2016-04-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,132.94,,,,,,132.94,,,,,,132.94,,,,,,132.94,,,,,,132.94,,,,,,,,,1,1,1,0,1,2016,4,2,25,0.8660254037844387,-0.4999999999999998,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0
IN,India,2016-06-01,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,5.63,,34.6,,,,5.63,,34.6,,,,5.63,,34.6,,,,5.63,,34.6,,,,5.63,,34.6,,,,,,,,2,2,2,0,2,2016,6,2,27,1.2246467991473532e-16,-1.0,,,,,,1,,,,1,,,,,,,,132.94,,,,,,,,,,132.94,132.94,,,,0.0,,,1.0,,,0.0,,,0.0
IN,India,2016-11-01,,,,,0.0,,,,,,4.0,,,,,,4.0,,,,,,1.0,,,,,,4.0,,,,,,279.1,,,,,,167.55,,,,,,158.85,,,,,,267.67,,,,,,273.385,,,,,,107.94481614849938,,4,1,4,0,4,2016,11,4,32,-0.5000000000000004,0.8660254037844384,,,,,,2,,,,1,,,,,,,,,,,,,,,34.6,34.6,,132.94,132.94,,,,1.0,,,1.0,,,1.0,,,0.0
IN,India,2017-02-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,17.11,,,,,,17.11,,,,,,17.11,,,,,,17.11,,,,,,17.11,,,,,,,,,,1,1,1,0,1,2017,2,1,35,0.8660254037844386,0.5000000000000001,,,,,,2,,,,1,,,,,,,,,,,273.385,,,,153.9925,273.385,168.84649274562975,132.94,132.94,,,,2.0,,,1.0,,,1.0,,,0.0
IN,India,2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1220.0,39.55,116.63,70.2,24.0,95.98,1220.0,39.55,116.63,70.2,24.0,95.98,1220.0,39.55,116.63,70.2,24.0,95.98,1220.0,39.55,116.63,70.2,24.0,95.98,1220.0,39.55,116.63,70.2,24.0,95.98,,,,,,,6,6,6,0,6,2017,6,2,39,1.2246467991473532e-16,-1.0,,,,,,3,,,,2,,,,,,,,,,,,,,,153.9925,273.385,168.84649274562975,,,,,,2.0,,,1.0,,,2.0,,,0.0
IN,India,2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5300.0,39.7,433.31,209.3,20.4,5.09,2616.6666666666665,27.155,231.105,135.09666666666666,10.2,2.545,2130.0,27.155,231.105,123.07,10.2,2.545,4666.0,37.191,392.869,192.054,18.36,4.581,4983.0,38.4455,413.0895,200.677,19.38,4.8355,2476.132737422074,17.74130913997048,285.9610533796517,68.98084250959344,14.42497833620557,3.599173516239526,14,6,14,0,6,2017,10,4,43,-0.8660254037844386,0.5000000000000001,,,,110.0,,4,,,,3,,,,,,,,,,,,,,,148.6925,273.385,176.34182462620714,70.2,70.2,,-91.28166666666668,-0.6472859318492554,3.0,,,2.0,366.63283333333334,6.006203114059994,3.0,,,1.0
IN,India,2018-01-01,,,0.0,0.0,,,,,3.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,3.0,1.0,,,,,95.33,110.0,,,,,50.75666666666667,110.0,,,,,39.07,110.0,,,,,84.078,110.0,,,,,89.704,110.0,,,,,40.03056998511679,,,,4,2,4,0,2,2018,1,1,46,0.49999999999999994,0.8660254037844387,283.75,594.5,,,,4,,,,4,,,,,,,,,,,19.38,200.677,413.0895,38.4455,21.689999999999998,24.0,3.266833329081849,135.4385,200.677,92.26117148887717,,,4.0,-24.60566666666668,-0.3770726470538865,3.0,-48.41087499999999,-0.2548328290426302,4.0,,,2.0
IN,India,2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,17.0,11.0,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,26.0,17.0,11.0,26.0,26.0,7500.0,469.0,131.2,670.0,451.0,56.9,1508.7166666666665,79.91961538461538,21.735294117647054,304.5627272727273,160.23769230769233,13.116923076923076,1070.0,54.98,15.57,312.0,158.0,8.65,2485.0,144.35,34.202000000000005,519.0,258.0,26.075000000000003,4029.999999999997,164.0625,57.59999999999994,594.5,283.75,30.5,1590.650142077997,93.3338143003175,30.19680511197481,171.14747816377016,98.97825625086318,11.626508940943802,130,6,130,0,6,2018,2,1,47,0.8660254037844386,0.5000000000000001,11.0,265.0,181.0,418.25,,5,,,,5,,,,110.0,89.704,,,,,,,,,,21.689999999999998,24.0,3.266833329081849,126.95899999999999,200.677,66.87127666644326,195.90875,1.581697412747765,4.0,466.04575,8.522836019600343,4.0,-70.83270000000007,-0.4268619058254246,5.0,,,2.0
IN,India,2018-03-01,0.0,,,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,80000.0,,,265.0,11.0,7.0,80000.0,,,265.0,11.0,7.0,80000.0,,,265.0,11.0,7.0,80000.0,,,265.0,11.0,7.0,80000.0,,,265.0,11.0,7.0,,,,,,,4,4,4,0,4,2018,3,1,48,1.0,6.123233995736766e-17,,,,,278.5675,6,,,429.75,6,,,283.75,594.5,57.59999999999994,164.0625,,110.0,89.704,,,,,,151.565,283.75,186.93781974228756,301.72566666666665,594.5,257.5717128807691,-116.023,-0.8377169096965443,5.0,43.336600000000004,0.202759290422934,5.0,,,6.0,,,3.0
IN,India,2018-04-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,27.0,,,,,,27.0,,,,,,27.0,,,,,,27.0,,,,,,27.0,,,,,,,,,,1,1,1,0,1,2018,4,2,49,0.8660254037844387,-0.4999999999999998,181.0,418.25,,,278.5675,6,0,,429.75,6,0,,11.0,265.0,,,283.75,594.5,57.59999999999994,164.0625,,110.0,89.704,,147.375,283.75,192.86337456863083,323.16666666666663,594.5,247.43197718430284,,,6.0,,,6.0,-89.62724999999999,-0.592731812844839,6.0,,,3.0
IN,India,2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,17.0,18.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,18.0,17.0,18.0,17.0,17.0,3000.0,169.3,214.0,431.0,213.0,54.4,1135.9176470588234,42.34388888888889,111.23117647058824,270.2611111111111,112.29411764705884,15.340588235294115,900.0,26.2,105.1,273.5,127.0,15.5,2120.0,94.54000000000002,199.42,409.7,166.4,31.16,2439.9999999999995,119.91499999999992,203.2,418.25,181.0,38.399999999999984,827.0750058453693,42.94317081074762,70.3688817839918,114.35501444232597,52.81070524273743,14.002910621808343,104,6,104,0,6,2018,5,2,50,0.49999999999999994,-0.8660254037844387,,,,,277.531,7,,,488.75000000000006,7,,,,,27.0,,11.0,265.0,,,283.75,594.5,57.59999999999994,164.0625,147.375,283.75,192.86337456863083,429.74999999999994,594.5,232.9916844009675,73.31416666666667,0.5527967974670067,6.0,189.36383333333333,0.9863386555700303,6.0,99.37664285714285,0.6991871535151273,7.0,39.22899999999993,0.5432756546480693,3.0
IN,India,2018-11-01,0.0,0.0,,0.0,0.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,950.0,13.54,,634.0,169.69,,950.0,13.54,,426.41,169.69,,950.0,13.54,,426.41,169.69,,950.0,13.54,,592.482,169.69,,950.0,13.54,,613.241,169.69,,,,,293.5765934130308,,,5,4,5,0,4,2018,11,4,56,-0.5000000000000004,0.8660254037844384,,,,,276.4945,8,,,600.1223,8,,,,,,,,,,,,,,,96.0,181.0,120.20815280171308,341.62499999999994,418.25,108.3641142168384,51.53071428571428,0.4149033057686892,7.0,357.30285714285714,1.8873926519910227,7.0,,,8.0,-76.95324999999997,-1.2384857002517466,4.0
IN,India,2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,650.0,6.92,26.4,27.2,19.93,9.44,650.0,6.92,26.4,27.2,19.93,9.44,650.0,6.92,26.4,27.2,19.93,9.44,650.0,6.92,26.4,27.2,19.93,9.44,650.0,6.92,26.4,27.2,19.93,9.44,,,,,,,6,6,6,0,6,2019,7,3,64,-0.4999999999999997,-0.8660254037844388,25.653,52.67,,,275.45799999999997,9,0,,598.2482,9,0,,,,,,,,,,,,,,175.345,181.0,7.997377695219854,515.7455,613.241,137.87945837034607,-104.670625,-0.8990728579055814,8.0,-273.401,-1.265463534929612,8.0,-89.84543749999997,-0.6596666289376545,8.0,-68.18259999999998,-1.0674498503885654,5.0
IN,India,2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,460.0,6.1,39.31,52.67,26.74,8.21,230.0,6.08,39.31,52.67,15.87,5.505000000000001,230.0,6.08,39.31,52.67,15.87,5.505000000000001,414.0,6.096,39.31,52.67,24.566,7.669,437.0,6.098,39.31,52.67,25.653,7.939500000000001,325.2691193458119,0.0282842712474616,,,15.372501422995542,3.8254476862192233,10,6,10,0,6,2019,8,3,65,-0.8660254037844384,-0.5000000000000004,,,,,274.4215,10,,,596.3741,10,,,19.93,27.2,26.4,6.92,,,,,,,,,123.54,181.0,89.90691352726996,352.89699999999993,613.241,298.4363824619914,-87.31755555555557,-0.7635714650060081,9.0,-217.5531111111111,-0.9813285730800905,9.0,-66.9526111111111,-0.5115788320376216,9.0,-57.640833333333326,-0.9069988015888607,6.0
IN,India,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,660.0,8.64,18.14,0.0,82.0,11.38,660.0,8.64,18.14,0.0,82.0,11.38,660.0,8.64,18.14,0.0,82.0,11.38,660.0,8.64,18.14,0.0,82.0,11.38,660.0,8.64,18.14,0.0,82.0,11.38,,,,,,,6,6,6,0,6,2019,12,4,69,-2.4492935982947064e-16,1.0,151.3285,265.94,,,273.385,11,0,,594.5,11,0,,,,,,,,,,,,,,71.75766666666667,169.69,84.86014739754657,231.03699999999995,613.241,331.24326927048645,-22.238799999999998,-0.19982058406383832,10.0,-248.46779999999998,-1.129170129201712,10.0,-81.42734999999999,-0.6504149575540641,10.0,-46.864428571428554,-0.7562454921161775,7.0
IN,India,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,8.0,8.0,3450.0,79.32,65.4,284.92,162.0,46.43,1097.5,26.51125,34.300000000000004,133.705,75.21124999999999,15.35875,685.0,21.33,34.7,111.7,57.175,11.33,2049.9999999999995,49.90599999999999,60.374,246.96,140.65699999999998,28.159999999999997,2749.999999999999,64.61299999999997,62.887,265.94,151.3285,37.29499999999999,1044.0272300772892,24.803051907549023,24.176980196636872,99.6344040479994,56.38983810112801,13.484641461942651,46,6,46,0,6,2020,1,1,70,0.49999999999999994,0.8660254037844387,,,17.0,60.2,264.1465,12,,0,576.8750000000001,12,,0,82.0,0.0,18.14,8.64,,,,,,,,,42.52766666666667,82.0,34.303600486440615,26.623333333333296,52.67,26.339734875912622,49.11140909090909,0.4642115986184088,11.0,40.06018181818183,0.1806235067425068,11.0,-29.27786363636362,-0.24140827246027996,11.0,14.96662499999998,0.2506234476934213,8.0
IN,India,2020-02-01,,0.0,0.0,,,0.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,95.95,12.37,,,31.65,,95.95,12.37,,,31.65,,95.95,12.37,,,31.65,,95.95,12.37,,,31.65,,95.95,12.37,,,31.65,,,,,,,3,3,3,0,3,2020,2,1,71,0.8660254037844386,0.5000000000000001,,,,,264.1465,12,,,576.8750000000001,12,,,151.3285,265.94,62.887,64.61299999999997,82.0,0.0,18.14,8.64,,,,,86.32716666666666,151.3285,62.94939319471897,106.2033333333333,265.94,140.82039707845365,,,12.0,,,12.0,-77.35504166666665,-0.6671765707951014,12.0,44.64066666666668,0.7959748427437691,9.0
IN,India,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1480.0,5.7,34.2,62.0,17.0,32.69,925.0,4.75,34.2,48.85333333333333,17.0,10.896666666666668,925.0,4.75,34.2,44.0,17.0,0.0,1369.0,5.51,34.2,58.4,17.0,26.152,1424.5,5.605,34.2,60.2,17.0,29.421,784.8885271170677,1.3435028842544403,,11.514535741111462,0.0,18.873580299808864,13,6,9,0,13,2020,4,2,73,0.8660254037844387,-0.4999999999999998,,,,,254.90800000000007,13,,,559.2500000000001,13,,,,,,,,,12.37,95.95,151.3285,265.94,62.887,64.61299999999997,116.66425,151.3285,49.022652479491555,132.96999999999994,265.94,188.04797738875058,-89.30970833333333,-0.8767605692978172,12.0,-169.01816666666667,-0.7980730564678484,12.0,-49.57465384615382,-0.4384729702504484,13.0,-50.16839999999999,-0.9166936683426962,10.0
IN,India,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,560.0,1.38,12.5,0.0,0.0,8.91,560.0,1.38,12.5,0.0,0.0,8.91,560.0,1.38,12.5,0.0,0.0,8.91,560.0,1.38,12.5,0.0,0.0,8.91,560.0,1.38,12.5,0.0,0.0,8.91,,,,,,,6,6,6,0,6,2020,11,4,80,-0.5000000000000004,0.8660254037844384,,,,,245.66950000000008,14,,,541.6250000000002,14,,,,,,,,,,,,,,,84.16425,151.3285,94.98459325661715,163.06999999999994,265.94,145.4801491613203,-99.43973076923076,-0.988239677590281,13.0,-216.21676923076924,-1.0389302442410109,13.0,-67.73360714285714,-0.6189586782899182,14.0,-49.83263636363635,-0.9215001916470554,11.0
IN,India,2021-03-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,1,1,1,0,1,2021,3,1,84,1.0,6.123233995736766e-17,,,,,236.43099999999995,15,,,541.6250000000002,14,,,,,,,,,,,,,,,8.5,17.0,12.020815280171307,30.099999999999945,60.2,42.56782822743016,-92.33689285714286,-0.9209562347885709,14.0,,,14.0,,,15.0,,,12.0
IN,India,2021-07-01,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,0.01,,985.0,,,,0.01,,985.0,,,,0.01,,985.0,,,,0.01,,985.0,,,,0.01,,985.0,,,,,,,,2,2,2,0,2,2021,7,3,88,-0.4999999999999997,-0.8660254037844388,,,,,278.5675,16,,,541.6250000000002,14,,,,,,,,,,,,,,,5.666666666666667,17.0,9.814954576223638,30.099999999999945,60.2,42.56782822743016,898.8189,9.032175463640549,15.0,,,14.0,-75.70803333333332,-0.7082714210779618,15.0,,,12.0
IN,India,2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2800.0,17.5,25.8,30.0,50.0,2.4,2800.0,17.5,25.8,30.0,50.0,2.4,2800.0,17.5,25.8,30.0,50.0,2.4,2800.0,17.5,25.8,30.0,50.0,2.4,2800.0,17.5,25.8,30.0,50.0,2.4,,,,,,,6,6,6,0,6,2021,9,3,90,-1.0,-1.8369701987210297e-16,,,,,277.531,17,,,524.0,15,,,,,,,985.0,,0.01,,,,,,328.3333333333333,985.0,568.6900151517814,0.0,0.0,,-92.35728125,-0.37788287235180795,16.0,-170.7727142857143,-0.8204978607805942,14.0,-45.18628124999999,-0.43039903216157804,16.0,-29.55991666666666,-0.5522096409935061,12.0
IN,India,2021-10-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4040.0,,,,,,4040.0,,,,,,4040.0,,,,,,4040.0,,,,,,4040.0,,,,,,,,,,,,1,1,1,0,1,2021,10,4,91,-0.8660254037844386,0.5000000000000001,83.38,182.54,225.25,292.65,277.531,17,0,0,524.0,15,0,0,50.0,30.0,25.8,17.5,,,,,985.0,,0.01,,345.0,985.0,554.8197905626655,30.0,30.0,,,,17.0,,,15.0,,,17.0,,,13.0
IN,India,2021-11-01,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,580.0,6.7,,182.54,83.38,9.9,580.0,6.7,,182.54,83.38,9.9,580.0,6.7,,182.54,83.38,9.9,580.0,6.7,,182.54,83.38,9.9,580.0,6.7,,182.54,83.38,9.9,,,,,,,5,5,5,0,5,2021,11,4,92,-0.5000000000000004,0.8660254037844384,,,,,276.4945,18,,,506.375,16,,,,,,,50.0,30.0,25.8,17.5,,,,,517.5,985.0,661.144840409422,30.0,30.0,,-53.5445,-0.22525704565027746,17.0,-6.847866666666675,-0.03334700811688978,15.0,,,17.0,-38.08607692307691,-0.7337947911618661,13.0
IN,India,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2130.0,39.3,105.78,301.0,233.0,12.8,1405.0,27.906666666666663,41.66,217.5,155.5,11.63,1405.0,35.02,12.6,217.5,155.5,11.29,1985.0,38.444,87.144,284.3,217.5,12.498,2057.5,38.872,96.462,292.65,225.25,12.649,1025.304832720494,16.16948154188418,55.61052778026836,118.08683245815344,109.60155108391488,1.042449039521837,15,6,15,0,6,2022,1,1,94,0.49999999999999994,0.8660254037844387,,,,,275.45799999999997,19,,,488.75000000000006,17,,,,,,,83.38,182.54,,6.7,,,,,66.69,83.38,23.60322435600695,106.26999999999994,182.54,107.86206840219594,91.30019444444443,0.3953213590537016,18.0,103.69012499999997,0.522642135629901,16.0,28.133735294117656,0.27516745841541723,17.0,-3.193642857142848,-0.0627496792827313,14.0
IN,India,2022-02-01,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,100.7,,,,,0.0,100.7,,,,,0.0,100.7,,,,,0.0,100.7,,,,,0.0,100.7,,,,,,,,,,,2,2,2,0,2,2022,2,1,95,0.8660254037844386,0.5000000000000001,112.0,134.0,936.5725,,275.45799999999997,19,0,1,488.75000000000006,17,0,,225.25,292.65,96.462,38.872,,,,,83.38,182.54,,6.7,154.315,225.25,100.3172390469355,237.5949999999999,292.65,77.85952767645075,,,19.0,,,17.0,,,18.0,58.84726666666668,1.1997269715570993,15.0
