Country_Code,Country,Date,CO_cities_count,NO2_cities_count,O3_cities_count,PM10_cities_count,PM25_cities_count,SO2_cities_count,CO_locations_count,NO2_locations_count,O3_locations_count,PM10_locations_count,PM25_locations_count,SO2_locations_count,CO_sources_count,NO2_sources_count,O3_sources_count,PM10_sources_count,PM25_sources_count,SO2_sources_count,CO_units_count,NO2_units_count,O3_units_count,PM10_units_count,PM25_units_count,SO2_units_count,CO_value_count,NO2_value_count,O3_value_count,PM10_value_count,PM25_value_count,SO2_value_count,CO_value_max,NO2_value_max,O3_value_max,PM10_value_max,PM25_value_max,SO2_value_max,CO_value_mean,NO2_value_mean,O3_value_mean,PM10_value_mean,PM25_value_mean,SO2_value_mean,CO_value_median,NO2_value_median,O3_value_median,PM10_value_median,PM25_value_median,SO2_value_median,CO_value_p90,NO2_value_p90,O3_value_p90,PM10_value_p90,PM25_value_p90,SO2_value_p90,CO_value_p95,NO2_value_p95,O3_value_p95,PM10_value_p95,PM25_value_p95,SO2_value_p95,CO_value_std,NO2_value_std,O3_value_std,PM10_value_std,PM25_value_std,SO2_value_std,total_records,observed_pollutants,total_locations,total_cities,total_sources
CL,Chile,2023-05-01,,,,1.0,1.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,2.0,2.0,,,,,147.0,100.0,,,,,102.5,64.0,,,,,102.5,64.0,,,,,138.1,92.8,,,,,142.54999999999998,96.39999999999999,,,,,62.932503525602726,50.91168824543142,,4,2,4,2,2
CL,Chile,2023-10-01,,,,2.0,3.0,2.0,,,,2.0,4.0,2.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,2.0,4.0,2.0,,,,56.0,18.0,11.96,,,,35.5,13.406994044780731,11.22,,,,35.5,15.0,11.22,,,,51.9,17.4,11.812000000000001,,,,53.949999999999996,17.7,11.886000000000001,,,,28.991378028648448,5.437038366783615,1.0465180361560906,8,3,8,7,4
CL,Chile,2024-02-01,,,,20.0,31.0,9.0,,,,23.0,37.0,9.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,23.0,37.0,9.0,,,,390.0,42.0,91.81,,,,62.47826086956522,16.96344111900072,21.625555555555554,,,,44.0,16.0,13.14,,,,69.2,21.4,30.37000000000001,,,,73.6,25.0,61.089999999999975,,,,72.69417230938829,5.850556890155878,26.36192240292384,69,3,69,60,4
CL,Chile,2024-03-01,,,,25.0,25.0,17.0,,,,42.0,38.0,48.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,43.0,39.0,49.0,,,,70.0,28.0,42.0,,,,45.48837209302326,19.05128205128205,15.888163265306122,,,,47.0,20.0,15.3,,,,60.60000000000001,23.200000000000003,20.028000000000002,,,,64.9,24.200000000000003,20.733999999999998,,,,11.379539058836418,3.6414912933311006,5.267726293774426,131,3,128,67,3
CN,China,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,668.0,14.0,47.0,38.0,30.0,4.0,668.0,14.0,47.0,38.0,30.0,4.0,668.0,14.0,47.0,38.0,30.0,4.0,668.0,14.0,47.0,38.0,30.0,4.0,668.0,14.0,47.0,38.0,30.0,4.0,,,,,,,6,6,6,0,6
CN,China,2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1100.0,27.0,82.0,86.0,56.0,4.0,1100.0,27.0,82.0,86.0,56.0,4.0,1100.0,27.0,82.0,86.0,56.0,4.0,1100.0,27.0,82.0,86.0,56.0,4.0,1100.0,27.0,82.0,86.0,56.0,4.0,,,,,,,6,6,6,0,6
CN,China,2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1000.0,61.0,68.0,118.0,88.0,68.0,733.3333333333334,37.0,63.0,69.66666666666667,44.666666666666664,31.666666666666668,800.0,41.0,65.0,85.0,23.0,19.0,960.0,57.0,67.4,111.4,75.0,58.2,980.0,59.0,67.7,114.7,81.5,63.099999999999994,305.50504633038935,26.229754097208,6.244997998398398,57.55287424041769,37.52776749732568,31.942656954820357,18,6,18,0,6
CN,China,2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1200.0,85.0,68.0,152.0,96.0,18.0,840.0,38.8,42.6,100.4,56.0,12.6,700.0,34.0,48.0,100.0,46.0,13.0,1120.0,65.80000000000001,60.800000000000004,132.8,83.60000000000001,16.8,1160.0,75.39999999999999,64.39999999999999,142.39999999999998,89.8,17.4,250.99800796022265,27.215804232100144,20.489021450523204,34.0117626711701,25.268557536986556,4.277849927241488,30,6,30,0,12
CN,China,2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1500.0,39.0,153.0,177.0,160.0,29.0,966.6666666666666,21.333333333333332,124.0,134.0,95.66666666666667,18.0,1000.0,17.0,123.0,146.0,95.0,17.0,1400.0,34.6,147.0,170.8,147.0,26.6,1450.0,36.8,150.0,173.9,153.5,27.799999999999997,550.7570547286102,15.947831618540913,28.513154858766505,50.08991914547278,64.00260411368691,10.535653752852738,18,6,18,0,6
CN,China,2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1300.0,55.0,131.0,118.0,61.0,67.0,900.0,35.666666666666664,83.16666666666667,74.83333333333333,39.5,21.666666666666668,1050.0,37.5,97.5,72.5,37.5,12.0,1200.0,48.5,121.0,101.5,52.0,43.5,1250.0,51.75,126.0,109.75,56.5,55.25,363.318042491699,13.321661558028964,42.625891975026946,25.2619608634537,11.89537725337032,22.55363976538303,36,6,36,0,12
CN,China,2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,11.0,144.0,37.0,18.0,6.0,300.0,11.0,144.0,37.0,18.0,6.0,300.0,11.0,144.0,37.0,18.0,6.0,300.0,11.0,144.0,37.0,18.0,6.0,300.0,11.0,144.0,37.0,18.0,6.0,,,,,,,6,6,6,0,6
CN,China,2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1000.0,23.0,208.0,65.0,45.0,7.0,775.0,14.5,157.0,46.0,29.0,5.5,800.0,14.5,147.5,45.0,26.0,5.0,940.0,21.8,194.8,60.5,40.5,6.4,969.9999999999999,22.4,201.39999999999998,62.74999999999999,42.74999999999999,6.699999999999999,206.15528128088303,7.852812659593164,38.07886552931954,15.297058540778355,11.633285577743433,1.0,24,6,24,0,18
CN,China,2019-10-01,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1200.0,56.0,,97.0,90.0,10.0,1100.0,39.5,,83.5,80.0,7.5,1100.0,39.5,,83.5,80.0,7.5,1180.0,52.7,,94.3,88.0,9.5,1190.0,54.35,,95.65,89.0,9.75,141.4213562373095,23.33452377915607,,19.091883092036785,14.142135623730951,3.5355339059327378,10,5,10,0,5
CN,China,2019-11-01,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,500.0,7.0,,11.0,4.0,9.0,500.0,7.0,,11.0,4.0,9.0,500.0,7.0,,11.0,4.0,9.0,500.0,7.0,,11.0,4.0,9.0,500.0,7.0,,11.0,4.0,9.0,,,,,,,5,5,5,0,5
CN,China,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,2600.0,62.0,92.0,188.0,66.0,69.0,937.5,28.125,42.25,72.25,35.125,23.25,650.0,21.5,35.5,62.5,33.0,8.5,1549.9999999999998,55.0,71.69999999999999,116.59999999999998,52.0,59.9,2074.999999999999,58.49999999999999,81.84999999999998,152.29999999999995,58.999999999999986,64.44999999999999,704.9569389078214,20.718780300559615,24.978562237017794,51.37745475539692,17.381743295768697,26.195692121306617,48,6,48,0,6
CN,China,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,2800.0,86.0,92.0,308.0,279.0,93.0,1250.0,45.3,57.7,130.0,100.0,20.4,1000.0,36.0,66.0,140.5,109.0,10.5,2710.0,81.5,84.8,196.39999999999995,151.19999999999996,31.799999999999976,2755.0,83.75,88.39999999999999,252.19999999999987,215.09999999999985,62.39999999999993,860.5553762283723,23.641065965814654,28.534774106926676,84.07404144231704,78.77957998251972,26.62162863370893,60,6,60,0,12
CN,China,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,11.0,82.0,61.0,25.0,8.0,200.0,11.0,82.0,61.0,25.0,8.0,200.0,11.0,82.0,61.0,25.0,8.0,200.0,11.0,82.0,61.0,25.0,8.0,200.0,11.0,82.0,61.0,25.0,8.0,,,,,,,6,6,6,0,6
CN,China,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1200.0,19.0,69.0,59.0,52.0,22.0,800.0,15.0,59.0,54.5,36.0,14.5,800.0,15.0,59.0,54.5,36.0,14.5,1120.0,18.2,67.0,58.1,48.8,20.5,1160.0,18.6,68.0,58.55,50.4,21.25,565.685424949238,5.656854249492381,14.142135623730951,6.363961030678928,22.627416997969522,10.606601717798213,12,6,12,0,6
CN,China,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,700.0,5.0,121.0,110.0,54.0,13.0,700.0,5.0,121.0,110.0,54.0,13.0,700.0,5.0,121.0,110.0,54.0,13.0,700.0,5.0,121.0,110.0,54.0,13.0,700.0,5.0,121.0,110.0,54.0,13.0,,,,,,,6,6,6,0,6
CN,China,2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,600.0,33.0,124.0,39.0,23.0,9.0,466.6666666666667,14.0,109.33333333333333,27.666666666666668,14.75,5.333333333333333,500.0,6.0,103.0,30.0,15.5,6.0,580.0,27.6,119.8,37.2,22.7,8.4,590.0,30.299999999999997,121.89999999999999,38.1,22.85,8.7,152.75252316519467,16.522711641858304,12.74100990241093,12.662279942148386,9.105858919765158,4.041451884327381,19,6,19,0,13
CN,China,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,900.0,27.0,144.0,183.0,83.0,257.0,550.0,15.0,93.5,49.333333333333336,28.166666666666668,49.5,500.0,15.5,95.0,25.5,18.0,9.0,750.0,26.0,126.5,116.0,64.5,134.5,825.0,26.5,135.25,149.5,73.75,195.75,187.08286933869707,10.21763181955584,33.30315300388238,67.6658456436234,32.39392947245929,101.69316594540656,36,6,36,0,12
CN,China,2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,700.0,33.0,155.0,60.0,32.0,17.0,600.0,21.5,141.0,47.0,23.0,13.0,600.0,21.5,141.0,47.0,23.0,13.0,680.0,30.7,152.2,57.4,30.2,16.2,690.0,31.849999999999998,153.6,58.699999999999996,31.099999999999998,16.6,141.4213562373095,16.263455967290593,19.79898987322333,18.384776310850235,12.727922061357855,5.656854249492381,12,6,12,0,6
CN,China,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,700.0,67.0,117.0,105.0,63.0,9.0,700.0,67.0,117.0,105.0,63.0,9.0,700.0,67.0,117.0,105.0,63.0,9.0,700.0,67.0,117.0,105.0,63.0,9.0,700.0,67.0,117.0,105.0,63.0,9.0,,,,,,,6,6,6,0,6
CN,China,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,148.0,147.0,147.0,147.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,154.0,154.0,155.0,154.0,154.0,154.0,5200.0,93.0,115.0,324.0,207.0,185.0,754.5454545454545,34.83116883116883,64.99354838709678,66.14935064935065,40.324675324675326,13.597402597402597,600.0,32.5,66.0,60.5,35.0,9.0,1270.0000000000018,62.0,85.6,109.60000000000014,73.40000000000003,24.0,1500.0,66.0,95.59999999999997,126.69999999999999,79.0,32.9499999999999,524.197601455177,18.84293706024295,19.710402281699114,36.61918181363111,26.386241987705752,19.313552923859927,925,6,883,0,6
CN,China,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,900.0,35.0,95.0,88.0,34.0,9.0,850.0,28.5,37.5,64.0,32.5,8.5,850.0,28.5,23.5,64.0,32.5,8.5,890.0,33.7,75.80000000000001,83.2,33.7,8.9,895.0,34.35,85.39999999999998,85.6,33.85,8.95,70.71067811865476,9.192388155425117,39.50105483823607,33.94112549695428,2.1213203435596424,0.7071067811865476,14,6,14,0,6
CN,China,2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1100.0,23.0,82.0,99.0,65.0,15.0,1100.0,23.0,82.0,99.0,65.0,15.0,1100.0,23.0,82.0,99.0,65.0,15.0,1100.0,23.0,82.0,99.0,65.0,15.0,1100.0,23.0,82.0,99.0,65.0,15.0,,,,,,,6,6,6,0,6
CN,China,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,66.0,86.0,126.0,44.0,14.0,300.0,66.0,86.0,126.0,44.0,14.0,300.0,66.0,86.0,126.0,44.0,14.0,300.0,66.0,86.0,126.0,44.0,14.0,300.0,66.0,86.0,126.0,44.0,14.0,,,,,,,6,6,6,0,6
CN,China,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,10.0,127.0,49.0,19.0,5.0,300.0,10.0,127.0,49.0,19.0,5.0,300.0,10.0,127.0,49.0,19.0,5.0,300.0,10.0,127.0,49.0,19.0,5.0,300.0,10.0,127.0,49.0,19.0,5.0,,,,,,,6,6,6,0,6
CN,China,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,400.0,45.0,116.0,34.0,33.0,8.0,400.0,45.0,116.0,34.0,23.5,8.0,400.0,45.0,116.0,34.0,23.5,8.0,400.0,45.0,116.0,34.0,31.1,8.0,400.0,45.0,116.0,34.0,32.05,8.0,,,,,13.435028842544403,,7,6,7,0,6
CN,China,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,8.0,8.0,7.0,1100.0,13.0,158.0,42.0,46.0,9.0,571.4285714285714,7.857142857142857,90.85714285714286,17.5,14.625,5.142857142857143,500.0,8.0,83.0,11.5,8.0,4.0,920.0000000000001,13.0,127.40000000000002,34.3,35.5,9.0,1009.9999999999998,13.0,142.69999999999996,38.14999999999999,40.74999999999999,9.0,281.1540841738193,4.099941927579439,35.625031328307024,14.726070176973316,15.638208702679838,2.9113897843110044,44,6,44,0,6
CN,China,2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,1460.0,1460.0,1459.0,1459.0,1460.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1605.0,1605.0,1605.0,1604.0,1603.0,1605.0,1800.0,92.0,333.0,123.0,77.0,56.0,627.4766355140187,16.041121495327104,141.3271028037383,36.49251870324189,19.840299438552712,6.235514018691589,600.0,14.0,142.0,34.0,17.0,6.0,900.0,30.0,208.60000000000014,63.0,36.0,10.0,1100.0,37.0,224.79999999999995,75.0,44.0,12.0,244.99768482522563,10.565709545167124,51.528889743492726,20.002602922080293,12.511046720702822,3.7635023499711653,9627,6,8758,0,6
CN,China,2022-06-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,6.8,,,,,,6.8,,,,,,6.8,,,,,,6.8,,,,,,6.8,,,,,,,,1,1,1,1,1
CN,China,2023-02-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,49.0,,,,,,49.0,,,,,,49.0,,,,,,49.0,,,,,,49.0,,,,,,,,1,1,1,1,1
CN,China,2023-05-01,,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,28.0,0.0014,,,,,28.0,0.0014,,,,,28.0,0.0014,,,,,28.0,0.0014,,,,,28.0,0.0014,,,,,,,2,2,2,0,2
CN,China,2023-07-01,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,0.051,,7.6,,,,0.051,,7.6,,,,0.051,,7.6,,,,0.051,,7.6,,,,0.051,,7.6,,,,,,,,2,2,2,2,2
CN,China,2023-08-01,,,,,2.0,,,,,,2.0,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,,,25.0,,,,,,24.5,,,,,,24.5,,,,,,24.9,,,,,,24.95,,,,,,0.7071067811865476,,2,1,2,2,2
CN,China,2024-03-01,9.0,11.0,11.0,11.0,11.0,11.0,11.0,18.0,20.0,18.0,21.0,18.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,18.0,20.0,18.0,21.0,18.0,958.5,103.0,66.2,48.0,37.0,9.0,540.2290909090908,50.45622777777778,33.59067,23.11111111111111,17.104761904761904,2.8778888888888887,584.9,54.2,38.25,18.25,15.5,2.65,780.7,81.08,61.50000000000001,36.30000000000001,27.1,4.500000000000001,869.6,85.31999999999998,65.155,42.21999999999999,32.0,5.769999999999995,303.6216509228071,25.31937593120442,21.327857024856872,10.091049551248455,8.841633117839498,2.0499584468927483,106,6,106,64,14
CO,Colombia,2016-11-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,10.6,,,,,,10.6,,,,,,10.6,,,,,,10.6,,,,,,10.6,,,,,,,,1,1,1,0,1
CO,Colombia,2019-09-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,40.3109,,,,,,40.3109,,,,,,40.3109,,,,,,40.3109,,,,,,40.3109,,,,,,,,1,1,1,0,1
CO,Colombia,2019-10-01,,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,0.0131302,0.0115,59.0,17.0,,,0.0131302,0.0115,32.5,10.995155,,,0.0131302,0.0115,32.5,10.995155,,,0.0131302,0.0115,53.7,15.799031,,,0.0131302,0.0115,56.349999999999994,16.3995155,,,,,37.476659402887016,8.492133238948266,,6,4,6,0,4
CO,Colombia,2021-07-01,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.04383189,,,,,,0.04383189,,,,,,0.04383189,,,,,,0.04383189,,,,,,0.04383189,,,,,,,1,1,1,0,1
CO,Colombia,2021-08-01,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.37147,0.01227606,0.005971465,37.41662,9.243975,,0.37147,0.01227606,0.005971465,37.41662,9.243975,,0.37147,0.01227606,0.005971465,37.41662,9.243975,,0.37147,0.01227606,0.005971465,37.41662,9.243975,,0.37147,0.01227606,0.005971465,37.41662,9.243975,,,,,,,,5,5,5,0,5
CO,Colombia,2021-12-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,1,1,1,0,1
CO,Colombia,2022-01-01,0.0,,,0.0,0.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.647647,,,995.0,995.0,,1.647647,,,995.0,995.0,,1.647647,,,995.0,995.0,,1.647647,,,995.0,995.0,,1.647647,,,995.0,995.0,,,,,,,,3,3,3,0,3
CO,Colombia,2022-02-01,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,0.0191,,12.0,,,,0.0191,,12.0,,,,0.0191,,12.0,,,,0.0191,,12.0,,,,0.0191,,12.0,,,,,,,,2,2,2,0,2
CO,Colombia,2022-03-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.009407776,,,,,,0.009407776,,,,,,0.009407776,,,,,,0.009407776,,,,,,0.009407776,,,,,,,,,,1,1,1,0,1
CO,Colombia,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,16.0,16.0,16.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,16.0,16.0,16.0,13.0,2.221708,0.0284404,0.01707284,66.07304,41.63066,0.01032906,0.8591466923076923,0.019386151615384616,0.005040041625,39.422803125,22.348262124999998,0.002522545538461538,0.843055,0.01936704,0.0035289865,37.596715,22.481675,0.001265673,1.3827888000000002,0.026783944,0.011419838500000001,59.727320000000006,33.539325,0.0037631492,1.7627691999999988,0.027668704,0.014043065,65.42018,38.907665,0.006425290199999991,0.5423103586608847,0.005746551777374028,0.004641881033792571,14.407612035174429,8.834396865137403,0.002653883642691832,87,6,87,0,6
CO,Colombia,2022-12-01,,0.0,,,,0.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,0.0044764,,,,0.0032,,0.0044764,,,,0.0032,,0.0044764,,,,0.0032,,0.0044764,,,,0.0032,,0.0044764,,,,0.0032,,,,,,,2,2,2,0,2
CO,Colombia,2023-01-01,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0167707,,,15.0,,,0.0167707,,,15.0,,,0.0167707,,,15.0,,,0.0167707,,,15.0,,,0.0167707,,,15.0,,,,,,,,2,2,2,2,2
CO,Colombia,2023-04-01,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,0.0104426,,41.0,,,,0.0104426,,41.0,,,,0.0104426,,41.0,,,,0.0104426,,41.0,,,,0.0104426,,41.0,,,,,,,,,2,2,2,2,2
CO,Colombia,2024-03-01,1.0,1.0,3.0,3.0,9.0,,1.0,2.0,5.0,6.0,18.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,5.0,6.0,18.0,,2.31215,0.036772,0.032,57.0,41.0,,2.31215,0.028347749999999998,0.022726180000000002,43.0,26.248494444444443,,2.31215,0.028347749999999998,0.0256,42.0,24.247500000000002,,2.31215,0.03508715,0.03104,53.0,38.0,,2.31215,0.035929575,0.03152,55.0,38.449999999999996,,,0.011913688602821545,0.009010722055529179,9.465727652959385,7.397164777882387,,32,5,32,17,6
CD,"Congo, Democratic Republic of the",2023-05-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,,,1,1,1,0,1
HR,Croatia,2017-11-01,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,21.3,,,,,,20.05,,,,,,20.05,,,,,,21.05,,,,,,21.175,,,,,,1.7677669529663689,,,2,1,2,1,1
HR,Croatia,2019-12-01,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,,,,,,4,4,4,0,4
HR,Croatia,2021-12-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,,,,,,,1,1,1,1,1
