Country_Code,Country,Date,CO_cities_count,NO2_cities_count,O3_cities_count,PM10_cities_count,PM25_cities_count,SO2_cities_count,CO_locations_count,NO2_locations_count,O3_locations_count,PM10_locations_count,PM25_locations_count,SO2_locations_count,CO_sources_count,NO2_sources_count,O3_sources_count,PM10_sources_count,PM25_sources_count,SO2_sources_count,CO_units_count,NO2_units_count,O3_units_count,PM10_units_count,PM25_units_count,SO2_units_count,CO_value_count,NO2_value_count,O3_value_count,PM10_value_count,PM25_value_count,SO2_value_count,CO_value_max,NO2_value_max,O3_value_max,PM10_value_max,PM25_value_max,SO2_value_max,CO_value_mean,NO2_value_mean,O3_value_mean,PM10_value_mean,PM25_value_mean,SO2_value_mean,CO_value_median,NO2_value_median,O3_value_median,PM10_value_median,PM25_value_median,SO2_value_median,CO_value_p90,NO2_value_p90,O3_value_p90,PM10_value_p90,PM25_value_p90,SO2_value_p90,CO_value_p95,NO2_value_p95,O3_value_p95,PM10_value_p95,PM25_value_p95,SO2_value_p95,CO_value_std,NO2_value_std,O3_value_std,PM10_value_std,PM25_value_std,SO2_value_std,total_records,observed_pollutants,total_locations,total_cities,total_sources
CD,"Congo, Democratic Republic of the",2023-05-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,,,1,1,1,0,1
HR,Croatia,2017-11-01,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,21.3,,,,,,20.05,,,,,,20.05,,,,,,21.05,,,,,,21.175,,,,,,1.7677669529663689,,,2,1,2,1,1
HR,Croatia,2019-12-01,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,3.4,65.0,1.5,1.0,,,,,,,,4,4,4,0,4
HR,Croatia,2021-12-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,500.0,,,,,,,,,,,,1,1,1,1,1
HR,Croatia,2022-01-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,,,,,,,1,1,1,0,1
HR,Croatia,2022-06-01,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,20.5,12.1,,,,,20.5,12.1,,,,,20.5,12.1,,,,,20.5,12.1,,,,,20.5,12.1,,,,,,,,2,2,2,2,2
HR,Croatia,2022-07-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,23.1,,,,,,23.1,,,,,,23.1,,,,,,23.1,,,,,,23.1,,,,,,,,,1,1,1,1,1
HR,Croatia,2022-09-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,16.4,,,,,,16.4,,,,,,16.4,,,,,,16.4,,,,,,16.4,,,,,,,,,1,1,1,1,1
HR,Croatia,2022-10-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,,,,,,,1,1,1,1,1
HR,Croatia,2023-02-01,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.1,81.3,,,0.0,,1.1,81.3,,,0.0,,1.1,81.3,,,0.0,,1.1,81.3,,,0.0,,1.1,81.3,,,0.0,,,,,,,3,3,3,3,3
HR,Croatia,2023-03-01,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,100.0,,,,25.5,,100.0,,,,25.5,,100.0,,,,25.5,,100.0,,,,25.5,,100.0,,,,25.5,,,,,,,,2,2,2,2,2
HR,Croatia,2023-04-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.6,,,,,,4.6,,,,,,4.6,,,,,,4.6,,,,,,4.6,,,,,,,,1,1,1,1,1
HR,Croatia,2023-08-01,,6.0,7.0,3.0,1.0,3.0,,8.0,8.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,8.0,8.0,3.0,1.0,4.0,,22.9,80.0,9.7,6.4,8.5,,10.695124999999999,51.45,8.6,6.4,4.928,,10.9,44.0,9.1,6.4,4.056,,18.1757,74.96,9.58,6.4,7.3699,,20.537849999999995,77.47999999999999,9.639999999999999,6.4,7.934949999999999,,7.132974843990408,16.94031539595074,1.4177446878757816,,2.485839496025437,24,5,24,20,5
CY,Cyprus,2023-05-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,35539.77,,,,,,35539.77,,,,,,35539.77,,,,,,35539.77,,,,,,35539.77,,,,,,,,,,,,1,1,1,1,1
CY,Cyprus,2023-08-01,7.0,10.0,10.0,8.0,6.0,10.0,7.0,10.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,10.0,10.0,8.0,6.0,10.0,545.6056,19.11176,74.24329,42.31,12.79701,3.693132,362.4933857142857,9.6316722,47.266171,23.4981525,9.556246666666667,1.86514784,355.4386,8.371804000000001,45.461075,21.704645,9.368631,1.7659041500000001,507.8644,17.062136,70.714372,34.103584999999995,11.462555,3.6527922,526.7349999999999,18.086947999999996,72.478831,38.20679249999999,12.129782500000001,3.6729621,126.69593073935494,5.870856890988265,19.494862184811357,9.139810871515808,1.866590512760597,1.3125948638822966,51,6,51,51,10
CZ,Czech Republic,2016-12-01,,1.0,,0.0,,1.0,,3.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,2.0,,1.0,,17.2,,49.0,,6.7,,14.833333333333334,,49.0,,6.7,,14.5,,49.0,,6.7,,16.66,,49.0,,6.7,,16.93,,49.0,,6.7,,2.218858565419015,,0.0,,,6,3,6,2,3
CZ,Czech Republic,2017-01-01,0.0,0.0,,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,757.0,7.1,,,,10.1,757.0,7.1,,,,10.1,757.0,7.1,,,,10.1,757.0,7.1,,,,10.1,757.0,7.1,,,,10.1,,,,,,,3,3,3,0,3
CZ,Czech Republic,2017-03-01,,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,26.0,5.3,,,,,26.0,5.3,,,,,26.0,5.3,,,,,26.0,5.3,,,,,26.0,5.3,,,,,,,2,2,2,0,2
CZ,Czech Republic,2017-04-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,19.0,,,,,,19.0,,,,,,19.0,,,,,,19.0,,,,,,19.0,,,,,,,,,1,1,1,0,1
CZ,Czech Republic,2017-05-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,25.0,11.0,,,,,25.0,11.0,,,,,25.0,11.0,,,,,25.0,11.0,,,,,25.0,11.0,,,,,,,,2,2,2,0,2
CZ,Czech Republic,2017-07-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,308.0,,,,,,308.0,,,,,,308.0,,,,,,308.0,,,,,,308.0,,,,,,,,,,,,1,1,1,1,1
CZ,Czech Republic,2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,135.0,25.1,113.7,25.0,20.0,10.9,135.0,11.95,107.6,18.75,16.333333333333332,6.1000000000000005,135.0,9.65,107.2,18.0,20.0,6.1000000000000005,135.0,21.650000000000002,111.9,23.200000000000003,20.0,9.940000000000001,135.0,23.374999999999996,112.8,24.099999999999998,20.0,10.42,,9.794726472274082,4.694677837722203,4.645786621588785,6.350852961085883,6.788225099390857,18,6,18,0,6
CZ,Czech Republic,2018-12-01,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,501.955,4.87695,56.0676,18.3788,,2.54161,501.955,4.87695,56.0676,18.3788,,2.54161,501.955,4.87695,56.0676,18.3788,,2.54161,501.955,4.87695,56.0676,18.3788,,2.54161,501.955,4.87695,56.0676,18.3788,,2.54161,,,,,,,5,5,5,0,5
CZ,Czech Republic,2019-04-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,23.3,,,,,,23.3,,,,,,23.3,,,,,,23.3,,,,,,23.3,,,,,,,,,,,1,1,1,0,1
CZ,Czech Republic,2019-12-01,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,2.12657,,,,6.37883,,2.12657,,,,6.37883,,2.12657,,,,6.37883,,2.12657,,,,6.37883,,2.12657,,,,6.37883,,,,,,,2,2,2,2,2
CZ,Czech Republic,2020-02-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.3,,,,,,4.3,,,,,,4.3,,,,,,4.3,,,,,,4.3,,,,,,,1,1,1,1,1
CZ,Czech Republic,2020-03-01,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,9.0,,,,,,9.0,,,,,,9.0,,,,,,9.0,,,,,,9.0,,,,,,,,,,1,1,1,1,1
CZ,Czech Republic,2020-10-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,,,1,1,1,1,1
CZ,Czech Republic,2021-03-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,177.0,4.0,,,,,177.0,4.0,,,,,177.0,4.0,,,,,177.0,4.0,,,,,177.0,4.0,,,,,,,,2,2,2,0,2
CZ,Czech Republic,2023-01-01,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,17.4349,10.1686,,,,,17.4349,10.1686,,,,,17.4349,10.1686,,,,,17.4349,10.1686,,,,,17.4349,10.1686,,,,,,,,2,2,2,2,2
CZ,Czech Republic,2023-02-01,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,19.5,,,,,,19.5,,,,,,19.5,,,,,,19.5,,,,,,19.5,,,,,,,,,,,1,1,1,1,1
CZ,Czech Republic,2023-07-01,,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,2.0,2.0,4.0,,7.057,107.255,13.866,9.364,11.906,,5.204,98.81225,11.9665,7.711500000000001,4.78575,,4.718,98.301,11.9665,7.711500000000001,3.3685,,6.5892,105.5501,13.4861,9.0335,9.773900000000001,,6.8231,106.40254999999999,13.67605,9.19875,10.839949999999998,,1.664105465407767,7.029978016798246,2.686298661727694,2.33698791182154,5.0719972643920075,15,5,15,5,5
CZ,Czech Republic,2023-08-01,10.0,14.0,15.0,14.0,14.0,13.0,12.0,61.0,55.0,74.0,47.0,41.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,61.0,55.0,74.0,47.0,41.0,372.0,56.2,78.2207,36.7,21.7,22.1,247.45300583333335,15.045737704918032,43.382194545454546,8.217567567567567,5.982978723404255,4.297560975609756,259.19051,10.1,40.7,6.75,4.0,3.2,286.600002,41.3,71.04,14.840000000000003,12.039999999999997,6.1,325.24999999999994,47.1,75.36,18.029999999999987,13.94,9.3,57.462595420531585,14.096455755380074,20.090039780028256,5.869152189786778,4.681709050119652,3.5549386636676346,290,6,290,80,7
DK,Denmark,2017-01-01,,0.0,0.0,,,0.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,2.0,2.0,,,1.0,,27.8,62.81,,,1.26,,15.605,56.19,,,1.26,,15.605,56.19,,,1.26,,25.361,61.486000000000004,,,1.26,,26.5805,62.148,,,1.26,,17.246334393139893,9.362093782909893,,,,5,3,5,0,3
DK,Denmark,2017-02-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,600.0,,,,,,600.0,,,,,,600.0,,,,,,600.0,,,,,,600.0,,,,,,,,,,,,1,1,1,0,1
DK,Denmark,2021-05-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.42,,,,,,3.42,,,,,,3.42,,,,,,3.42,,,,,,3.42,,,,,,,,,,,1,1,1,0,1
DK,Denmark,2023-08-01,3.0,4.0,4.0,3.0,1.0,,4.0,8.0,6.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,4.0,8.0,6.0,3.0,1.0,,160.0,9.6,71.31,10.65,4.35,,135.0,3.48625,65.68166666666667,9.1,4.35,,130.0,1.52,66.545,8.35,4.35,,151.0,8.228,70.45,10.19,4.35,,155.5,8.913999999999998,70.88,10.42,4.35,,17.320508075688775,3.6209033501915746,4.854480061414057,1.3425721582097558,,,22,5,22,15,5
EC,Ecuador,2021-04-01,0.0,0.0,,,,0.0,7.0,7.0,,,,7.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,7.0,7.0,,,,7.0,1.1471898,72.28909639141,,,,49.1814858952,0.8442819714285715,37.673197673095714,,,,12.987976256,0.7934157,38.65397251572,,,,7.2559843156,1.03041,61.366472108728004,,,,25.37421119272001,1.0887999,66.82778425006899,,,,37.27784854395997,0.17645066810490986,21.79607892901708,,,,16.07207994827494,21,3,21,0,3
EC,Ecuador,2021-11-01,,,0.0,0.0,0.0,,,,8.0,2.0,8.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,8.0,2.0,8.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,18,3,18,0,3
EG,Egypt,2023-04-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,40.0,,,,,,40.0,,,,,,40.0,,,,,,40.0,,,,,,40.0,,,,,,,,1,1,1,0,1
EE,Estonia,2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,5.0,4.0,6.0,253.279,5.57518,59.6281,17.904,8.0,0.672556,216.1784,4.28932,52.7703,13.6916,5.824125,0.40709083333333335,209.135,4.801315,58.759,16.064,5.70075,0.3734995,245.4866,5.4034949999999995,59.6237,17.5764,7.71005,0.5674105,249.3828,5.4893374999999995,59.6259,17.7402,7.8550249999999995,0.61998325,28.33422394913967,1.7028392079347952,10.044897419486176,5.2918099266697025,2.003234317089907,0.14896693788544715,32,6,32,0,6
ET,Ethiopia,2021-09-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,31.0,,,,,,31.0,,,,,,31.0,,,,,,31.0,,,,,,31.0,,,,,,,,1,1,1,1,1
ET,Ethiopia,2023-08-01,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,25.0,,,,,,24.0,,,,,,24.0,,,,,,24.8,,,,,,24.9,,,,,,1.4142135623730951,,2,1,2,0,1
FI,Finland,2016-12-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,,,1,1,1,1,1
FI,Finland,2017-05-01,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.7986081,62.669384,,,,,0.7986081,62.669384,,,,,0.7986081,62.669384,,,,,0.7986081,62.669384,,,,,0.7986081,62.669384,,,,,,,,,,2,2,2,0,2
FI,Finland,2017-11-01,,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,0.3936338,63.373257,0.0867474,,0.326094,,0.3936338,63.373257,0.0867474,,0.326094,,0.3936338,63.373257,0.0867474,,0.326094,,0.3936338,63.373257,0.0867474,,0.326094,,0.3936338,63.373257,0.0867474,,0.326094,,,,,,,4,4,4,0,4
FI,Finland,2018-04-01,,0.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.368324,70.5987,,5.6615,0.0136159,,2.368324,70.5987,,5.6615,0.0136159,,2.368324,70.5987,,5.6615,0.0136159,,2.368324,70.5987,,5.6615,0.0136159,,2.368324,70.5987,,5.6615,0.0136159,,,,,,,4,4,4,0,4
FI,Finland,2018-08-01,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,14.5,,3.7,,,,14.5,,3.7,,,,14.5,,3.7,,,,14.5,,3.7,,,,14.5,,3.7,,,,,,,,,2,2,2,0,2
FI,Finland,2018-09-01,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,18.0,,2.0,,,,18.0,,2.0,,,,18.0,,2.0,,,,18.0,,2.0,,,,18.0,,2.0,,,,,,,,,2,2,2,0,2
FI,Finland,2018-12-01,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,9.3,30.2,8.5,6.4,,,9.3,30.2,8.5,6.4,,,9.3,30.2,8.5,6.4,,,9.3,30.2,8.5,6.4,,,9.3,30.2,8.5,6.4,,,,,,,,4,4,4,0,4
FI,Finland,2019-01-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,6.3841355,,,,,,6.3841355,,,,,,6.3841355,,,,,,6.3841355,,,,,,6.3841355,,,,,,,,,1,1,1,0,1
FI,Finland,2019-04-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,48.4,,,,,,48.4,,,,,,48.4,,,,,,48.4,,,,,,48.4,,,,,,,,,,,1,1,1,0,1
FI,Finland,2019-12-01,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,1,1,1,1,1
FI,Finland,2020-01-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,5.97923,3.196193,,,,,5.97923,3.196193,,,,,5.97923,3.196193,,,,,5.97923,3.196193,,,,,5.97923,3.196193,,,,,,,,2,2,2,0,2
FI,Finland,2021-12-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,6.5554129,,,,,,6.5554129,,,,,,6.5554129,,,,,,6.5554129,,,,,,6.5554129,,,,,,,,1,1,1,1,1
FI,Finland,2022-01-01,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,15.3650872,,4.1011592,,,,15.3650872,,4.1011592,,,,15.3650872,,4.1011592,,,,15.3650872,,4.1011592,,,,15.3650872,,4.1011592,,,,,,,,,2,2,2,0,2
FI,Finland,2022-05-01,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,9.2644789,,11.5594183,,,,9.2644789,,11.5594183,,,,9.2644789,,11.5594183,,,,9.2644789,,11.5594183,,,,9.2644789,,11.5594183,,,,,,,,,2,2,2,0,2
FI,Finland,2022-06-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,9.6610551,,,,,,9.6610551,,,,,,9.6610551,,,,,,9.6610551,,,,,,9.6610551,,,,,,,,,,,1,1,1,0,1
FI,Finland,2023-01-01,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,,5.3952725,,11.4393736,,,,5.3952725,,7.9587908,,,,5.3952725,,7.9587908,,,,5.3952725,,10.74325704,,,,5.3952725,,11.09131532,,,,,,4.922287400722521,,,3,2,3,2,2
FI,Finland,2023-06-01,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.2013646,0.1772604,,,,,0.2013646,0.1772604,,,,,0.2013646,0.1772604,,,,,0.2013646,0.1772604,,,,,0.2013646,0.1772604,,,,,,,,2,2,2,2,2
FI,Finland,2023-08-01,,10.0,6.0,11.0,8.0,6.0,,26.0,12.0,28.0,14.0,8.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,26.0,12.0,28.0,14.0,8.0,,20.43745,71.2277383,15.709053,6.44063,2.3441562,,5.234603976923077,35.35969993333333,7.850344698571428,4.142453961428571,0.8184953,,3.4004978,28.3400773,6.99343,3.982065975,0.6016267,,11.080514449999999,63.40369966,11.46806338,6.017458630000001,1.8283728899999998,,11.604131925,67.17548773499999,14.527045294999995,6.35633085,2.0862645449999997,,4.7351397407876865,20.28022120319526,3.0175081410103166,1.3946611590508733,0.7895732068440791,88,5,88,41,5
FR,France,2016-11-01,,0.0,0.0,0.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,4.5,35.5,20.5,,,,4.5,35.5,20.5,,,,4.5,35.5,20.5,,,,4.5,35.5,20.5,,,,4.5,35.5,20.5,,,,,,,,,3,3,3,0,3
FR,France,2016-12-01,0.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,5.0,2.0,7.0,0.0,83.75,76.75,53.75,38.5,5.25,0.0,42.478571428571435,12.492857142857144,35.79,37.125,2.6357142857142857,0.0,43.5,1.5,39.2,37.125,3.75,0.0,68.60000000000001,32.950000000000024,53.05,38.225,4.800000000000001,0.0,76.17499999999998,54.84999999999995,53.4,38.3625,5.0249999999999995,,23.725142380023367,28.368195638946155,18.119099039411424,1.9445436482630056,2.211657426327272,29,6,29,5,6
FR,France,2017-01-01,1.0,,,,,,3.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,860.0,,,,,,534.1666666666666,,,,,,597.5,,,,,,807.5,,,,,,833.75,,,,,,361.6829873429677,,,,,,3,1,3,1,1
FR,France,2017-03-01,,0.0,0.0,0.0,,1.0,,3.0,1.0,2.0,,6.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,3.0,1.0,2.0,,6.0,,21.63,49.65,29.9,,6.7,,11.319999999999999,49.65,22.525,,1.53,,10.93,49.65,22.525,,0.19,,19.49,49.65,28.425,,4.4,,20.56,49.65,29.162499999999998,,5.550000000000001,,10.120637331709895,,10.429825022501575,,2.658345350025087,12,4,12,1,4
FR,France,2017-04-01,1.0,0.0,0.0,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,1.0,127.5,42.75,4.6,,,0.9,127.5,28.35,4.6,,,0.9,127.5,28.35,4.6,,,0.9,127.5,39.87,4.6,,,0.9,127.5,41.31,4.6,,,0.9,,20.36467529817257,,,,,5,4,5,2,4
FR,France,2017-05-01,2.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,2.0,2.0,2.0,,,,306.7,24.85,76.0,,,,159.6,20.925,42.015,,,,159.6,20.925,42.015,,,,277.28,24.065,69.203,,,,291.98999999999995,24.4575,72.6015,,,,208.0308150250823,5.5507882323143996,48.062047917249636,,,,6,3,6,2,3
FR,France,2017-06-01,,0.0,0.0,0.0,,1.0,,2.0,2.0,1.0,,3.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,,3.0,,4.78,60.4,14.5,,4.37,,4.59,56.675,14.5,,1.6833333333333333,,4.59,56.675,14.5,,0.68,,4.742,59.655,14.5,,3.632,,4.761,60.027499999999996,14.5,,4.0009999999999994,,0.2687005768508883,5.267945519839778,,,2.351432187696114,8,4,8,1,4
FR,France,2017-07-01,0.0,1.0,,0.0,1.0,1.0,1.0,5.0,,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,3.0,200.0,43.63,,19.5,12.95,6.4,200.0,27.898000000000003,,19.5,12.95,3.2433333333333336,200.0,23.25,,19.5,12.95,3.33,200.0,39.57,,19.5,12.95,5.7860000000000005,200.0,41.6,,19.5,12.95,6.093,,10.566748317245,,,,3.2008800873093226,11,5,11,3,5
FR,France,2017-10-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,39.13,,,,,,39.13,,,,,,39.13,,,,,,39.13,,,,,,39.13,,,,,,,,,,1,1,1,0,1
FR,France,2017-11-01,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,74.88,21.75,,,,,74.88,21.75,,,,,74.88,21.75,,,,,74.88,21.75,,,,,74.88,21.75,,,,,,,,,2,2,2,0,2
FR,France,2017-12-01,0.0,2.0,1.0,0.0,2.0,,1.0,7.0,4.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,7.0,4.0,4.0,5.0,,30.5,106.5,68.18,37.5,25.2,,30.5,38.044285714285714,35.045,23.357499999999998,10.15,,30.5,28.45,28.975,21.415,7.4,,30.5,66.73800000000003,58.45100000000001,33.0,19.84,,30.5,86.61899999999994,63.31549999999999,35.24999999999999,22.519999999999996,,,32.605813314572636,23.83421420283595,10.249027189608453,9.1465840618233,,21,5,21,5,5
FR,France,2018-01-01,,1.0,0.0,1.0,,1.0,,2.0,1.0,2.0,,5.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,2.0,,5.0,,62.1,62.8,24.73,,13.23,,38.64,62.8,17.69,,4.244,,38.64,62.8,17.69,,3.1,,57.408,62.8,23.322,,9.350000000000001,,59.754,62.8,24.026,,11.29,,33.17745017327281,,9.95606347910659,,5.215743475287105,10,4,10,3,4
