Country_Code,Country,Date,CO_cities_count,NO2_cities_count,O3_cities_count,PM10_cities_count,PM25_cities_count,SO2_cities_count,CO_locations_count,NO2_locations_count,O3_locations_count,PM10_locations_count,PM25_locations_count,SO2_locations_count,CO_sources_count,NO2_sources_count,O3_sources_count,PM10_sources_count,PM25_sources_count,SO2_sources_count,CO_units_count,NO2_units_count,O3_units_count,PM10_units_count,PM25_units_count,SO2_units_count,CO_value_count,NO2_value_count,O3_value_count,PM10_value_count,PM25_value_count,SO2_value_count,CO_value_max,NO2_value_max,O3_value_max,PM10_value_max,PM25_value_max,SO2_value_max,CO_value_mean,NO2_value_mean,O3_value_mean,PM10_value_mean,PM25_value_mean,SO2_value_mean,CO_value_median,NO2_value_median,O3_value_median,PM10_value_median,PM25_value_median,SO2_value_median,CO_value_p90,NO2_value_p90,O3_value_p90,PM10_value_p90,PM25_value_p90,SO2_value_p90,CO_value_p95,NO2_value_p95,O3_value_p95,PM10_value_p95,PM25_value_p95,SO2_value_p95,CO_value_std,NO2_value_std,O3_value_std,PM10_value_std,PM25_value_std,SO2_value_std,total_records,observed_pollutants,total_locations,total_cities,total_sources
MX,Mexico,2021-03-01,,2.0,,,,1.0,,3.0,,,,2.0,,2.0,,,,1.0,,1.0,,,,1.0,,3.0,,,,2.0,,0.013199,,,,0.0010479,,0.008481577666666667,,,,0.000998655,,0.007845733,,,,0.000998655,,0.012128346600000001,,,,0.0010380510000000001,,0.0126636733,,,,0.0010429755,,0.00443382724969031,,,,6.964294687906312e-05,5,2,5,3,3
MX,Mexico,2021-04-01,1.0,0.0,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,0.72966,0.058427,,987.76,29.0,0.003,0.72966,0.0302635,,344.9175285185185,20.0,0.003,0.72966,0.0302635,,45.682125,20.0,0.003,0.72966,0.0527943,,799.344425,27.2,0.003,0.72966,0.05561065,,893.5522124999999,28.099999999999998,0.003,,0.03982920366389466,,557.1598006916033,12.727922061357855,,9,5,9,4,5
MX,Mexico,2021-08-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.004,,,,,,0.004,,,,,,0.004,,,,,,0.004,,,,,,0.004,,,,,,,,,,,1,1,1,0,1
MX,Mexico,2021-09-01,6.0,7.0,5.0,0.0,3.0,4.0,14.0,13.0,13.0,7.0,6.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,14.0,13.0,8.0,6.0,12.0,1242.35824166667,0.017,0.5,39.0,986.48,0.0074406,83.68654712444466,0.007859167287095228,0.06651188915151515,23.9898125,173.23070652974093,0.002802539722222217,0.5,0.00733897777777775,0.017137,21.305500000000002,10.086500000000001,0.00206625,4.289539999999999,0.015117600000000004,0.11747500000000007,34.8,503.24,0.00576109,376.26704249999966,0.01678615,0.2805679999999995,36.9,744.86,0.006532824999999999,320.53975563365685,0.004875290827691083,0.13501471532234108,9.019920921167056,398.44073695894593,0.002319009270957928,68,6,65,25,8
MX,Mexico,2021-10-01,1.0,1.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,2.0,,,,,1.15,0.019,,,,,1.15,0.018000000000000002,,,,,1.15,0.018000000000000002,,,,,1.15,0.0188,,,,,1.15,0.0189,,,,,,0.001414213562373095,,,,,3,2,3,2,2
MX,Mexico,2021-11-01,,1.0,,0.0,,1.0,,4.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,4.0,,1.0,,3.0,,0.041,,68.0,,0.003,,0.02575,,68.0,,0.0023333333333333335,,0.026999999999999996,,68.0,,0.002,,0.0395,,68.0,,0.0028,,0.04025,,68.0,,0.0029,,0.0154137384606504,,,,0.0005773502691896258,8,3,8,2,3
MX,Mexico,2021-12-01,0.0,1.0,0.0,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,2.0,2.0,1.0,,,,0.93,0.018,0.047,,,,0.775,0.012,0.047,,,,0.775,0.012,0.047,,,,0.899,0.0168,0.047,,,,0.9145,0.0174,0.047,,,,0.21920310216782976,0.00848528137423857,,,,,5,3,5,1,3
MX,Mexico,2022-01-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.1,,,,,,1.1,,,,,,1.1,,,,,,1.1,,,,,,1.1,,,,,,,,,,,,1,1,1,1,1
MX,Mexico,2022-03-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.001,,,,,,0.001,,,,,,0.001,,,,,,0.001,,,,,,0.001,,,,,,,1,1,1,1,1
MX,Mexico,2022-06-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.067,,,,,,0.067,,,,,,0.067,,,,,,0.067,,,,,,0.067,,,,,,,,,,1,1,1,0,1
MX,Mexico,2022-08-01,0.0,0.0,1.0,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,0.33,0.012,0.001,,,,0.33,0.012,0.0005,,,,0.33,0.012,0.0005,,,,0.33,0.012,0.0009000000000000001,,,,0.33,0.012,0.00095,,,,,,0.0007071067811865475,,,,4,3,4,1,3
MX,Mexico,2022-09-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.68,,,,,,0.68,,,,,,0.68,,,,,,0.68,,,,,,0.68,,,,,,,,,,,,1,1,1,1,1
MX,Mexico,2022-10-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.6,0.034,0.075,57.0,39.0,0.005,0.6,0.034,0.075,57.0,18.666666666666668,0.005,0.6,0.034,0.075,57.0,11.0,0.005,0.6,0.034,0.075,57.0,33.4,0.005,0.6,0.034,0.075,57.0,36.199999999999996,0.005,,,,,17.7857620959388,,8,6,8,6,6
MX,Mexico,2023-01-01,3.0,0.0,3.0,2.0,0.0,5.0,4.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,3.0,6.0,3.331,0.043,0.038531,271.0,985.46,0.408916944444444,1.453125,0.021613814999999998,0.011424871304347821,90.33333333333333,363.13382333333334,0.07776504625740734,1.05975,0.021613814999999998,0.008,0.0,103.0,0.01201145,2.76175,0.038722763,0.026433160000000004,216.8,808.9680000000001,0.21828368877222198,3.0463749999999994,0.040861381499999995,0.032482079999999997,243.89999999999998,897.2139999999999,0.313600316608333,1.3298914977671423,0.030244632874420047,0.015562440254196055,156.46192295038858,541.3606824565796,0.16251768359763677,23,6,21,13,8
MX,Mexico,2023-02-01,2.0,,2.0,,,2.0,2.0,,2.0,,,2.0,2.0,,2.0,,,2.0,1.0,,1.0,,,1.0,2.0,,3.0,,,2.0,3.31945977011494,,0.014,,,0.0095,1.95972988505747,,0.005273158044666666,,,0.00504396264367815,1.95972988505747,,0.0018077,,,0.00504396264367815,3.047513793103446,,0.01156154,,,0.00860879252873563,3.1834867816091927,,0.012780769999999999,,,0.009054396264367815,1.9229484446122838,,0.007610825534333746,,,0.006301788463751512,7,3,6,6,6
MX,Mexico,2023-03-01,2.0,,,,0.0,1.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,1.0,2.649,,,,26.7908322,6.72379392199218e-07,1.8725,,,,26.7908322,6.72379392199218e-07,1.8725,,,,26.7908322,6.72379392199218e-07,2.4937,,,,26.7908322,6.72379392199218e-07,2.57135,,,,26.7908322,6.72379392199218e-07,1.0981368311827082,,,,,,4,3,4,3,3
MX,Mexico,2023-04-01,1.0,1.0,6.0,1.0,4.0,3.0,4.0,3.0,8.0,4.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,9.0,4.0,6.0,6.0,13.989,0.023,0.053229,75.047,33.0,0.01467,3.77347,0.013304014000000001,0.03268086111111111,52.74225,12.252953333333332,0.006590330333333334,0.55244,0.012288,0.02934775,49.461,9.64035,0.005248941,10.032300000000003,0.0208576,0.0514458,69.0329,23.25,0.01039295,12.010649999999996,0.0219288,0.0523374,72.03994999999999,28.125,0.012531475,6.818327494109779,0.009230014704245492,0.016357895560664613,16.615400012739187,10.926336976657213,0.004032314638547031,32,6,31,16,9
MX,Mexico,2023-05-01,3.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,5.0,0.911547,0.00843,0.05,26.0,985.0,0.010697117,0.5705156666666666,0.006406204724358975,0.029717870020000002,26.0,265.35408325,0.0048074806152,0.8,0.0073236915,0.0384526831,26.0,32.7081665,0.0016358,0.8892376,0.0083152149,0.0475746668,26.0,701.7400000000002,0.0106182702,0.9003923,0.00837260745,0.0487873334,26.0,843.3699999999997,0.0106576936,0.49721904402017164,0.0026905307356627026,0.02091243979088667,,479.9185506800695,0.005320592649060536,22,6,22,21,10
MX,Mexico,2023-06-01,9.0,9.0,10.0,13.0,10.0,8.0,7.0,7.0,9.0,11.0,11.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,10.0,13.0,14.0,12.0,10.0,0.7,0.024,0.137,268.96,62.745,0.0130999999999999,0.2695290909090909,0.012600910000000002,0.04631207692307693,59.168499999999995,18.68049583333333,0.00268999999999999,0.2,0.013000000000000001,0.05,43.0,12.532499999999999,0.0015,0.51941,0.020399999999999998,0.0798216,84.3793,47.80000000000001,0.004729999999999987,0.6097049999999999,0.022199999999999998,0.10281619999999993,149.64534999999992,56.28524999999999,0.008914999999999935,0.22816674536200696,0.007665197152853351,0.03924636876294319,65.0217190397533,18.458528113910557,0.003911365206392462,70,6,52,59,12
MX,Mexico,2023-07-01,8.0,4.0,5.0,5.0,11.0,7.0,7.0,4.0,5.0,5.0,11.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,5.0,5.0,11.0,7.0,4.0182,0.0448490956,0.0386,75.0,164.62,0.0086091,1.13650398,0.0162418739,0.0262986,46.093399999999995,25.462484900000003,0.004489446031746029,0.8174250000000001,0.0100592,0.024,57.467,10.8,0.0071807222222222,2.2968999999999995,0.035264366920000005,0.03756,71.4,36.4033339,0.00784542,3.1575499999999987,0.04005673125999999,0.03808,73.2,100.51166695,0.008227259999999998,1.3148272040933235,0.019788572489898765,0.010547451815486051,30.349828958331873,47.801758654807756,0.003930750403951612,40,6,38,40,11
MX,Mexico,2023-08-01,67.0,73.0,79.0,68.0,67.0,70.0,100.0,98.0,117.0,101.0,89.0,101.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,113.0,133.0,115.0,96.0,116.0,2.700143218587239,0.038,0.101,404.79,986.23,0.02239,0.6481504239369432,0.012125630022833908,0.047626855743433935,44.250520421185286,26.684591840846327,0.003006061630197471,0.5,0.01,0.047,32.0,12.120000000000001,0.002,1.3039999999999998,0.022681115555555516,0.0698904066,74.0,24.84,0.00711039027777775,1.6319999999999997,0.026,0.07983599999999999,93.89999999999999,32.35818055555555,0.008124999999999974,0.5329191919379088,0.00775399057468353,0.019557362973832215,48.36795659808013,103.50653312874974,0.003218886991691392,686,6,606,424,12
MD,"Moldova, Republic of",2022-11-01,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,12.67044171,,,,,,12.67044171,,,,,,12.67044171,,,,,,12.67044171,,,,,,12.67044171,,,,,,,,,,,1,1,1,1,1
MD,"Moldova, Republic of",2023-04-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,18.0,,,,,,,,1,1,1,0,1
MD,"Moldova, Republic of",2023-08-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.07651112,,,,,,4.07651112,,,,,,4.07651112,,,,,,4.07651112,,,,,,4.07651112,,,,,,,1,1,1,1,1
MN,Mongolia,2016-11-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,29.6,,,,,,29.6,,,,,,29.6,,,,,,29.6,,,,,,29.6,,,,,,,,1,1,1,0,1
MN,Mongolia,2017-09-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,821.0,,,,,,821.0,,,,,,821.0,,,,,,821.0,,,,,,821.0,,,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2018-01-01,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,43.0,,,,42.0,,43.0,,,,42.0,,43.0,,,,42.0,,43.0,,,,42.0,,43.0,,,,42.0,,,,,,,2,2,2,2,2
MN,Mongolia,2018-07-01,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,202.0,,,,,,200.5,,,,,,200.5,,,,,,201.7,,,,,,201.85,,,,,,2.1213203435596424,,,,,,2,1,2,0,1
MN,Mongolia,2018-08-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,87.0,,,,,,87.0,,,,,,87.0,,,,,,87.0,,,,,,87.0,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2018-09-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,419.0,,,,,,419.0,,,,,,419.0,,,,,,419.0,,,,,,419.0,,,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2018-10-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,28.0,,,,,,28.0,,,,,,28.0,,,,,,28.0,,,,,,28.0,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2018-11-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,58.0,,,,,,58.0,,,,,,58.0,,,,,,58.0,,,,,,58.0,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2019-01-01,,,,2.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,834.0,,,,,,435.0,,,,,,435.0,,,,,,754.2,,,,,,794.0999999999999,,,,,,564.2712113868649,,,2,1,2,2,1
MN,Mongolia,2019-02-01,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,1,1,1,0,1
MN,Mongolia,2019-03-01,0.0,0.0,0.0,1.0,0.0,0.0,6.0,12.0,5.0,13.0,8.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,13.0,5.0,14.0,9.0,13.0,57.0,52.0,26.0,242.0,217.0,60.0,25.285714285714285,26.46153846153846,10.6,131.28571428571428,131.44444444444446,17.0,21.0,30.0,8.0,122.5,137.0,13.0,46.2,39.0,21.200000000000003,190.00000000000003,188.20000000000002,24.200000000000003,51.59999999999999,44.19999999999998,23.599999999999998,214.04999999999998,202.6,38.99999999999995,17.42330131092924,14.919871450604528,9.838699100999074,47.53853266469306,56.4803308929558,13.940349110884323,61,6,56,1,7
MN,Mongolia,2019-08-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,46.0,,,,,,46.0,,,,,,46.0,,,,,,46.0,,,,,,46.0,,,,,,,,,1,1,1,1,1
MN,Mongolia,2019-10-01,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,357.0,,,,,,357.0,,,,,,357.0,,,,,,357.0,,,,,,357.0,,,,,,,,,1,1,1,1,1
MN,Mongolia,2019-11-01,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,50.0,,331.0,,67.0,,50.0,,185.5,,67.0,,50.0,,185.5,,67.0,,50.0,,301.9,,67.0,,50.0,,316.45,,67.0,,,,205.76807332528534,,,4,3,4,3,3
MN,Mongolia,2019-12-01,,20.0,,5.0,,20.0,,23.0,,5.0,,23.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,23.0,,5.0,,23.0,,153.0,,446.0,,127.0,,49.869565217391305,,215.4,,45.30434782608695,,40.0,,181.0,,23.0,,100.4,,428.0,,106.60000000000001,,134.49999999999994,,437.0,,117.89999999999998,,37.87815915156731,,201.16734327420045,,43.33320664823886,51,3,51,45,3
MN,Mongolia,2020-01-01,,2.0,,1.0,,2.0,,3.0,,2.0,,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,2.0,,3.0,,59.0,,325.0,,53.0,,42.0,,166.0,,35.333333333333336,,40.0,,166.0,,47.0,,55.2,,293.2,,51.8,,57.1,,309.09999999999997,,52.4,,16.09347693943108,,224.8599564173221,,25.579940057266228,8,3,8,5,3
ME,Montenegro,2023-01-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,15.2,,,,,,15.2,,,,,,15.2,,,,,,15.2,,,,,,15.2,,,,,,,1,1,1,1,1
ME,Montenegro,2023-08-01,5.0,7.0,4.0,5.0,5.0,4.0,5.0,8.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,4.0,5.0,5.0,4.0,210.0,45.6,48.6,16.6,13.1,24.9,164.0,19.4625,38.975,13.459999999999999,8.82,8.075,170.0,16.45,40.650000000000006,11.8,8.3,2.7,198.0,38.67,47.580000000000005,16.52,11.3,18.450000000000003,204.0,42.135,48.09,16.560000000000002,12.2,21.67499999999999,37.14835124201342,15.058736192466013,10.132579467572247,2.787113201863175,2.5371243564319035,11.236065444214297,31,6,31,30,6
MA,Morocco,2023-05-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,,1,1,1,0,1
MM,Myanmar,2019-08-01,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.008,,,,,,0.008,,,,,,0.008,,,,,,0.008,,,,,,0.008,,,,,,,1,1,1,0,1
MM,Myanmar,2020-09-01,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,4.57,0.001,0.01,8.0,,,4.57,0.001,0.01,8.0,,,4.57,0.001,0.01,8.0,,,4.57,0.001,0.01,8.0,,,4.57,0.001,0.01,8.0,,,,,,,,,4,4,4,0,4
MM,Myanmar,2021-03-01,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.012,,,,,,0.012,,,,,,0.012,,,,,,0.012,,,,,,0.012,,,,,,,,,,1,1,1,0,1
MM,Myanmar,2022-08-01,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.003,,,,,,0.003,,,,,,0.003,,,,,,0.003,,,,,,0.003,,,,,,,,,,,1,1,1,1,1
MM,Myanmar,2023-01-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,167.47,,,,,,167.47,,,,,,167.47,,,,,,167.47,,,,,,167.47,,,,,,,,,,,,1,1,1,1,1
MM,Myanmar,2023-08-01,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.4,0.006,0.013,43.0,16.4,0.0,0.4,0.006,0.01,28.0,8.566666666666666,0.0,0.4,0.006,0.01,28.0,6.3,0.0,0.4,0.006,0.0124,40.0,14.379999999999999,0.0,0.4,0.006,0.0127,41.5,15.389999999999997,0.0,,,0.004242640687119284,21.213203435596427,6.981642595645621,,10,6,10,9,7
NP,Nepal,2023-08-01,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,17.0,,,,,,14.0,,,,,,14.0,,,,,,16.4,,,,,,16.7,,,,,,4.242640687119285,,2,1,2,0,1
NL,Netherlands,2017-01-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,8.0,,,,,,8.0,,,,,,8.0,,,,,,8.0,,,,,,8.0,,,,,,,1,1,1,1,1
NL,Netherlands,2017-03-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,39.2,31.0,,,,,39.2,31.0,,,,,39.2,31.0,,,,,39.2,31.0,,,,,39.2,31.0,,,,,,,,2,2,2,0,2
NL,Netherlands,2020-01-01,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,1,1,1,1,1
NL,Netherlands,2021-04-01,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,46.3,,,,,,46.3,,,,,,46.3,,,,,,46.3,,,,,,46.3,,,,,,,,,,1,1,1,1,1
NL,Netherlands,2021-11-01,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,32.5,29.0,,,,,32.5,29.0,,,,,32.5,29.0,,,,,32.5,29.0,,,,,32.5,29.0,,,,,,,,2,2,2,2,2
NL,Netherlands,2023-08-01,,20.0,37.0,39.0,24.0,5.0,,30.0,42.0,50.0,34.0,6.0,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,30.0,42.0,50.0,34.0,6.0,,50.8,66.83,25.1,17.2358,0.7,,19.369000000000003,32.180238095238096,12.0482,3.9600964705882356,0.315,,15.200000000000001,34.86,11.115,2.90806,0.3,,41.94,47.178,17.486000000000004,6.733269999999999,0.63,,45.04999999999998,50.45799999999999,22.35,8.029759999999996,0.665,,13.71830399439955,13.769985296429303,5.057269445550431,3.1281262824251974,0.27898028604186353,162,5,162,125,7
NZ,New Zealand,2023-06-01,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,424.7708,,,,,,424.7708,,,,,,424.7708,,,,,,424.7708,,,,,,424.7708,,,,,,,,,,,,1,1,1,1,1
NZ,New Zealand,2023-07-01,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.8553233,,,,,,4.8553233,,,,,,4.8553233,,,,,,4.8553233,,,,,,4.8553233,,,,,,,,1,1,1,1,1
NZ,New Zealand,2023-08-01,,2.0,,,6.0,,,2.0,,,7.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,7.0,,,40.4601631,,,6.3391929,,,25.143504550000003,,,2.939972,,,25.143504550000003,,,1.6602538,,,37.39683139,,,6.04114926,,,38.928497245,,,6.19017108,,,21.66102625164783,,,2.3723274114880266,,9,2,9,8,2
NI,Nicaragua,2022-09-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,18.0,,,,,,15.35,,,,,,15.35,,,,,,17.47,,,,,,17.735,,,,,,3.7476659402887025,,2,1,1,0,1
NI,Nicaragua,2022-10-01,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,21.3,,,,,,17.7,,,,,,16.4,,,,,,20.32,,,,,,20.81,,,,,,3.1575306807693897,,3,1,1,0,1
NI,Nicaragua,2023-05-01,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,22.6,,,,,,11.633333333333335,,,,,,7.8,,,,,,19.64,,,,,,21.12,,,,,,9.639674959942027,,3,1,2,0,1
NG,Nigeria,2023-08-01,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,15.9,,,,,,13.95,,,,,,13.95,,,,,,15.51,,,,,,15.705,,,,,,2.757716446627536,,2,1,2,0,1
NO,Norway,2016-12-01,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,53.4343950712,,,,,,53.4343950712,,,,,,53.4343950712,,,,,,53.4343950712,,,,,,53.4343950712,,,,,,,,,,,1,1,1,0,1
NO,Norway,2017-01-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,1,1,1,0,1
NO,Norway,2017-02-01,,0.0,,0.0,0.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,46.4401226141,,34.54,25.9,,,46.4401226141,,34.54,25.9,,,46.4401226141,,34.54,25.9,,,46.4401226141,,34.54,25.9,,,46.4401226141,,34.54,25.9,,,,,,,,3,3,3,0,3
NO,Norway,2017-04-01,,,,0.0,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,20.4182256267,5.0700083565,,,,,20.4182256267,5.0700083565,,,,,20.4182256267,5.0700083565,,,,,20.4182256267,5.0700083565,,,,,20.4182256267,5.0700083565,,,,,,,,2,2,2,0,2
NO,Norway,2017-12-01,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.73,,,,,,4.73,,,,,,4.73,,,,,,4.73,,,,,,4.73,,,,,,,,,1,1,1,0,1
NO,Norway,2018-01-01,,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,63.9921103044,47.8,15.51,19.5,,,63.9921103044,47.8,7.755,19.5,,,63.9921103044,47.8,7.755,19.5,,,63.9921103044,47.8,13.959,19.5,,,63.9921103044,47.8,14.734499999999999,19.5,,,,,10.967226176203352,,,5,4,5,0,4
NO,Norway,2018-04-01,,0.0,0.0,,,0.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,15.8,38.2,,,1.6,,15.8,38.2,,,1.6,,15.8,38.2,,,1.6,,15.8,38.2,,,1.6,,15.8,38.2,,,1.6,,,,,,,3,3,3,0,3
NO,Norway,2018-05-01,,0.0,,0.0,0.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.4704218376,,21.7622222222,6.9394444444,,,1.4704218376,,21.7622222222,6.9394444444,,,1.4704218376,,21.7622222222,6.9394444444,,,1.4704218376,,21.7622222222,6.9394444444,,,1.4704218376,,21.7622222222,6.9394444444,,,,,,,,3,3,3,0,3
