target,model,model_family,held_out_country,criterion,selected_threshold,part,validation_threshold,validation_rows,validation_events,validation_event_rate,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_macro_f1,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_alarm_rate,validation_missed_event_rate,validation_roc_auc,validation_pr_auc,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_forest,ensemble,Ethiopia,f1,0.66,validation_selected,0.66,47920.0,6392.0,0.1333889816360601,0.9420075125208681,0.8918203686750608,0.7613192535802112,0.8233729662077597,0.7911311537016159,0.8787302948492328,39878.0,1650.0,1129.0,5263.0,0.03973222885763822,0.1766270337922403,0.9760832498615467,0.8803288271910172,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,random_forest,ensemble,Ethiopia,f1,0.66,test_calibrated,,,,,,,,,,,,,,,,,,,10153.0,828.0,0.08155225056633507,0.9237663744705998,0.6635671083135823,0.5509433962264151,0.3526570048309179,0.43004418262150224,0.6945977721213907,9087.0,238.0,536.0,292.0,0.025522788203753352,0.6473429951690821,0.9269343746357385,0.5332099839506457
extreme_abs_151_h1,random_forest,ensemble,Ethiopia,f1,0.66,test_default_threshold,,,,,,,,,,,,,,,,,,,10153.0,828.0,0.08155225056633507,0.9137200827341673,0.7868553703487845,0.4781818181818182,0.6352657004830918,0.5456431535269709,0.7489887331461169,8751.0,574.0,302.0,526.0,0.061554959785522785,0.3647342995169082,0.9269343746357385,0.5332099839506457
