target,model,model_family,held_out_country,criterion,selected_threshold,part,validation_threshold,validation_rows,validation_events,validation_event_rate,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_macro_f1,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_alarm_rate,validation_missed_event_rate,validation_roc_auc,validation_pr_auc,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,random_forest,ensemble,Brazil,f1,0.66,validation_selected,0.66,46911.0,6237.0,0.13295389141139605,0.9426360555093688,0.8839780163598819,0.7734423195558298,0.8040724707391375,0.7884600267274585,0.8776395890779621,39205.0,1469.0,1222.0,5015.0,0.03611643801937356,0.1959275292608626,0.9757093416843299,0.8761501563704546,,,,,,,,,,,,,,,,,
extreme_abs_151_h3,random_forest,ensemble,Brazil,f1,0.66,test_calibrated,,,,,,,,,,,,,,,,,,,12267.0,1135.0,0.0925246596559876,0.8941876579440776,0.4926787639238232,0.0,0.0,0.0,0.4720692029609227,10969.0,163.0,1135.0,0.0,0.014642472152353576,1.0,0.470789294980063,0.07910751216437599
extreme_abs_151_h3,random_forest,ensemble,Brazil,f1,0.66,test_default_threshold,,,,,,,,,,,,,,,,,,,12267.0,1135.0,0.0925246596559876,0.86777533219206,0.47931296211580376,0.006085192697768763,0.0026431718061674008,0.0036855036855036856,0.4664371812498941,10642.0,490.0,1132.0,3.0,0.044017247574559826,0.9973568281938326,0.470789294980063,0.07910751216437599
