target,model,model_family,held_out_country,criterion,selected_threshold,part,validation_threshold,validation_rows,validation_events,validation_event_rate,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_macro_f1,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_alarm_rate,validation_missed_event_rate,validation_roc_auc,validation_pr_auc,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_forest,ensemble,Russia,f1,0.7,validation_selected,0.7,47641.0,6331.0,0.13288973783085997,0.9428223588925505,0.8819006264625032,0.7770778921493317,0.7989259200758174,0.7878504672897196,0.8774045281791991,39859.0,1451.0,1273.0,5058.0,0.03512466715081094,0.20107407992418258,0.9760049979809478,0.8785559632980694,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,random_forest,ensemble,Russia,f1,0.7,test_calibrated,,,,,,,,,,,,,,,,,,,12012.0,1231.0,0.10248085248085248,0.954045954045954,0.8495502098458106,0.8117539026629935,0.7181153533712429,0.7620689655172413,0.86831793281391,10576.0,205.0,347.0,884.0,0.019014933679621558,0.2818846466287571,0.9621938466075686,0.8126971640008517
extreme_abs_151_h1,random_forest,ensemble,Russia,f1,0.7,test_default_threshold,,,,,,,,,,,,,,,,,,,12012.0,1231.0,0.10248085248085248,0.9393106893106893,0.8963901050159625,0.6596692111959288,0.8424045491470349,0.7399215126650018,0.8527843744466331,10246.0,535.0,194.0,1037.0,0.04962433911510992,0.15759545085296506,0.9621938466075686,0.8126971640008517
